qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,repair_steps,gold_support_titles,naive_bm25_top5_titles,arag_read_titles,arag_search_found_titles,reader_full_titles,naive_support_title_recall,arag_read_support_title_recall,arag_search_found_support_title_recall,reader_full_support_title_recall,support_title_recall,naive_evidence_entity_coverage,arag_read_evidence_entity_coverage,arag_search_found_evidence_entity_coverage,reader_full_evidence_entity_coverage,evidence_entity_coverage
bf3fd3ba08cd11ebbd93ac1f6bf848b6,bridge_comparison,"Which film has the director born earlier, Farfallon or Man On The Tracks?",Man On The Tracks,Man On The Tracks,1.0,1.0,False,missing_entities,A+_enhancement,andrzej munk | farfallon | man on tracks | riccardo pazzaglia,claude weisz | farfallon | man on tracks,,brian kennedy gallery director | luc besson | man on tracks | place of birth | riccardo pazzaglia,andrzej munk | claude weisz | farfallon | fred roy krug | jacques décombe | joshua sinclair | man on tracks | riccardo pazzaglia | sepideh farsi | yolonda ross,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.8333333333333334,1.0,1.0
2e4716e6089d11ebbd78ac1f6bf848b6,bridge_comparison,"Which film has the director who was born earlier, Legend Of The Inca Bridge or Gangs Of New York?",Legend Of The Inca Bridge,Legend Of The Inca Bridge,1.0,1.0,False,missing_entities,A+_enhancement,gangs of new york | josé ferreyra | legend of inca bridge | martin scorsese,hassan zee | legend of inca bridge | quilago,legend of inca bridge,brian kennedy gallery director | gangs of new york | herbert asbury | josé luis cuerda | josé lópez portillo y weber | juan josé lópezibor | juan josé lópezibor aliño | legend of inca bridge | luc besson | martin scorsese | place of birth,gangs of new york | hassan zee | herbert asbury | josé ferreyra | legend of inca bridge | martin scorsese | paccha duchicela | quilago | rumbi katedza | sneha khanwalkar,0.25,0.25,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,1.0
61c4c7c008de11ebbd9eac1f6bf848b6,bridge_comparison,"Which film has the director died later, Romeo, Juliet And Darkness or I Can Explain?","Romeo, Juliet And Darkness","Romeo, Juliet And Darkness",1.0,1.0,False,missing_entities,A+_enhancement,george d baker | i can explain | jiří weiss | romeo juliet and darkness,a6 | i can explain | queen of darkness | romeo juliet and darkness | use,jiří weiss,archduchess maría of austria b 1967 | dance of death disambiguation | faces of death vi | hanro smitsman | i can explain | king kong escapes | my love my love film,a6 | angel of darkness | george d baker | i can explain | jiří weiss | queen of air and darkness | queen of darkness | r disambiguation | romeo juliet and darkness | use,0.5,0.25,0.25,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0
3717fcf80bdc11eba7f7acde48001122,compositional,What is the place of birth of the director of film Alien From L.A.?,Hawaii,No evidence provides place of,0.0,0.0,False,missing_entities,A+_enhancement | B_repair,albert pyun | alien from l,algol film | alien from l | brian kennedy gallery director | journey to center of earth 1989 film | olav aaraas,albert pyun | betrayal from east,albert pyun | alien from l | brian kennedy gallery director | chiang chingkuo | dressmaker 1988 film | heatseeker film | journey to center of earth 1989 film | luc besson | mario andreacchio | place of birth | sacred rite band,albert pyun | algol film | alien from l | brian kennedy gallery director | harry from | ian barry director | jesse e hobson | journey to center of earth 1989 film | olav aaraas | peter levin,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
76b367b4088311ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, The Gigolos or More About The Children Of Noisy Village?",More About The Children Of Noisy Village,More About The Children Of Noisy Village,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,gigolos | lasse hallström | more about children of noisy village | richard bracewell,children of noisy village film | more about children of noisy village,,brian kennedy gallery director | more about children of noisy village | place of birth | richard bracewell,astrid lindgren | children of marshland | children of noisy village film | gigolos | hassan zee | henry moore cricketer | lasse hallström | more about children of noisy village | richard bracewell | wale adebanwi,0.25,0.0,0.5,1.0,1.0,0.3333333333333333,0.0,0.8333333333333334,1.0,1.0
69ef20980bdc11eba7f7acde48001122,compositional,Where was the director of film The Planet (Film) born?,Bollnäs,Bollnäs,1.0,1.0,False,disconnected,B_repair,johan söderberg | planet film,johan söderberg | planet film,buffalo bill in tomahawk territory | johan söderberg | planet film,brian kennedy gallery director | david lynch | gustaf molander | johan söderberg | león klimovsky | luc besson | martin scorsese | planet film | tallgrass film festival,brian kennedy gallery director | charles planet | dana blankstein | ian barry director | jesse e hobson | johan söderberg | olav aaraas | peter levin | planet film | s n mathur,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ab1d47a108d211ebbd96ac1f6bf848b6,comparison,Are both Caracu River and South Fork Rogue River located in the same country?,no,no,1.0,1.0,True,complete,,caracu river | south fork rogue river,bowen river queensland | caracu river | course of rogue river oregon | south fork rogue river | stuart river minnesota,,,alder creek siskiyou county california | bowen river queensland | caracu river | course of rogue river oregon | dee river queensland | don river north queensland | middle fork rogue river | south fork rogue river | south fork spring river | stuart river minnesota,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2b81a68e099611ebbdb0ac1f6bf848b6,comparison,Are Guancangping Railway Station and Yangquan North Railway Station both located in the same country?,yes,yes,1.0,1.0,True,complete,,guancangping railway station | yangquan north railway station,fuyu north railway station | guancangping railway station | timișoara north railway station | xiangtan north railway station | yangquan north railway station,,,fuyu north railway station | guancangping railway station | guiding north railway station | shaoxing east railway station | strathaven north railway station | timișoara north railway station | xiangtan north railway station | xinyu north railway station | yangquan north railway station | yingtan north railway station,1.0,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.75,0.75
e0681b8c0bda11eba7f7acde48001122,compositional,When was the director of film I Want Someone To Eat Cheese With born?,"June 5, 1962","June 5, 1962",1.0,1.0,False,missing_entities,A+_enhancement,i want someone to eat cheese with | jeff garlin,etan boritzer | i want someone to eat cheese with | ian barry director | steve dahl,jeff garlin,brian kennedy gallery director | i want someone to eat cheese with | luc besson | place of birth,brian saunders weightlifter | etan boritzer | i want someone to eat cheese with | ian barry director | jeff garlin | les richards | peter levin | steve dahl | terence robinson | theodred ii bishop of elmham,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0
57c12b50094711ebbdaeac1f6bf848b6,comparison,"Which album was released earlier, American Tunes or I'M In Love Again?",I'M In Love Again,I'm In Love Again,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,american tunes | im in love again,american tunes | im in love again | lost in love younha ep,,,american tunes | back in love again | falling in love again | falling in love again david gates album | falling in love again davitt sigerson album | im in love again | in love again | lost in love younha ep | opet sam se zaljubio | to love again duets,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
237d904a0bdc11eba7f7acde48001122,compositional,Where was the mother of Maria Of Jülich-Berg born?,Ansbach,Ansbach,1.0,1.0,False,missing_entities,A+_enhancement,maria of jülichberg | sibylle of brandenburg,maria of jülichberg | minamoto no chikako | william duke of jülichclevesberg,,diana guardato | eudocia daughter of valentinian iii | maria of jülichberg | place of birth | sibylle of brandenburg | trinidad tecson,adolf duke of jülichberg | amalia of cleves | anna of cleves 1552–1632 | gerhard vii duke of jülichberg | maria of jülichberg | minamoto no chikako | sibylle of brandenburg | sophie of saxelauenburg | william duke of jülichclevesberg | william iv duke of jülichberg,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
2c06f0a60bde11eba7f7acde48001122,compositional,Where did Baha Al-Dawla's father die?,Baghdad,未提及,0.0,0.0,True,complete,,adud aldawla | baha aldawla,adud aldawla | baha aldawla,adud aldawla,adud aldawla | baha aldawla | barthold butenschøn sr | eystein glumra | hasanaga sadigov | magdalene of jülichclevesberg | stephen v of hungary | taj aldawla,adud aldawla | ala aldin atsiz | ali ibn kama | asfar ibn kurduya | baha aldawla | jalal aldawla | musharrif aldawla | qawam aldawla | sultan aldawla | ziyar ibn shahrakuya,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
21852d1e0bde11eba7f7acde48001122,compositional,Who is the spouse of the director of film Fire-Eater (Film)?,Pirkko Saisio,Pirkko Saisio,1.0,1.0,True,complete,,fireeater film | pirjo honkasalo,fireeater film | gertrude of bavaria | mehdi abrishamchi | pirjo honkasalo,pirjo honkasalo,david lynch | elena leeve | fireeater film | gertrude of bavaria | león klimovsky | luc besson | martin scorsese | mehdi abrishamchi | pirjo honkasalo | tallgrass film festival,elena leeve | fire eater | fireeater film | gertrude of bavaria | maria teresa grand duchess of luxembourg | marielouise coidavid | mehdi abrishamchi | pirjo honkasalo | princess auguste of bavaria 1875–1964 | sophia magdalena of denmark,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3c9020cd097811ebbdb0ac1f6bf848b6,comparison,"Which film was released more recently, Paul Temple'S Triumph or The Quick And The Undead?",The Quick And The Undead,The Quick And The Undead,1.0,1.0,False,missing_entities,A+_enhancement,paul temples triumph | quick and undead,paul temples triumph | quick and dead 1995 film | wonderful world of captain kuhio,,paul temples triumph | quick and undead,calling paul temple | of gods and undead | one by one 1975 film | paul temple returns | paul temples triumph | quick and dead 1963 film | quick and dead 1995 film | quick and undead | send for paul temple | wonderful world of captain kuhio,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
84d526bd088711ebbd6dac1f6bf848b6,bridge_comparison,Do both films The Dust Of Naples and Col Cuore In Gola have the directors that share the same nationality?,yes,yes,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,antonio capuano director | col cuore in gola | dust of naples | tinto brass,col cuore in gola | dust of naples | tinto brass,,brian kennedy gallery director | luc besson | place of birth,antonio capuano director | carlo duke of calabria | col cuore in gola | dust of naples | margaret of durazzo | maria cristina of naples and sicily | prince alberto of naples and sicily | princess maria cristina amelia of naples and sicily | princess maria isabella of naples and sicily | tinto brass,0.75,0.0,0.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.7142857142857143,0.7142857142857143
6b6a5a7f092e11ebbdaeac1f6bf848b6,comparison,"Which film came out earlier, La Marca De Satanás or Sofia'S Last Ambulance?",La Marca De Satanás,La Marca De Satanás,1.0,1.0,True,complete,,la marca de satanás | sofias last ambulance,la marca de satanás | operation leopard | proezas de satanás na vila de leva e tráz | sofias last ambulance,,,creature of walking dead | el festín de satanás | fabulous senorita | la marca de satanás | mark of skunk | my little eye | night of nights | operation leopard | proezas de satanás na vila de leva e tráz | sofias last ambulance,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
c0085d55088111ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director born earlier, High Society Blues or Counterblast?",Counterblast,Counterblast,1.0,1.0,False,short_chain,,counterblast | david butler director | high society blues | paul l stein,claude weisz | fred roy krug | high society blues,buffalo bill in tomahawk territory | counterblast,bernard b ray | high society blues,claude weisz | counterblast | david butler director | fred roy krug | high society blues | jacques décombe | joshua sinclair | paul l stein | sepideh farsi | yolonda ross,0.25,0.25,0.25,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.8571428571428571
7529522e0bde11eba7f7acde48001122,compositional,"Where was the place of death of the composer of song Hail, Hail, The Gang'S All Here?",London,The composer of the tune for,0.0,0.0,False,missing_entities,A+_enhancement | B_repair,arthur sullivan | hail hail gangs all here,hail hail gangs all here,arthur sullivan | robert vere buxton,alonso mudarra | arthur rosson | arthur sullivan | edmund sears | francis buxton | giovanni grimaldi | hail hail gangs all here | her luck in london | manucher mirza farman farmaian | place of birth | steno director | walter robinson composer,alexander courage | alexandru cristea | alonso mudarra | arthur sullivan | hail hail gangs all here | james basevi | paducah song | stephanie bennett producer | too hot kool gang song | walter robinson composer,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0
6e921fa8085d11ebbd5cac1f6bf848b6,comparison,Are Justine Lupe and Mark Kistler both from the same country?,yes,yes,1.0,1.0,True,complete,,justine lupe | mark kistler,2001–02 uefa champions league second group stage | justine lupe | mark kistler | ming luhulima | venery,justine lupe | mark kistler,justine lupe | mark kistler | mark kistlers imagination station,2001–02 uefa champions league second group stage | godwin davy | justine lupe | mark kistler | mark kistlers imagination station | ming luhulima | my lupe and my horse | telephone numbers in ascension island | venery | willem brakman,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75
f6201efa0bdc11eba7f7acde48001122,compositional,Who is the spouse of the director of film Confidentially Connie?,Ona Munson,Lorraine Miller,0.0,0.0,True,complete,,confidentially connie | edward buzzell,adib kheir | edward buzzell | heather d gibson | mehdi abrishamchi,edward buzzell,brian kennedy gallery director | confidentially connie | edward buzzell | gertrude of bavaria | luc besson | mehdi abrishamchi,adib kheir | confidentially connie | edward buzzell | gertrude of bavaria | heather d gibson | maria teresa grand duchess of luxembourg | marielouise coidavid | mehdi abrishamchi | princess auguste of bavaria 1875–1964 | sophia magdalena of denmark,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
6d68448a0bdb11eba7f7acde48001122,compositional,Which award the performer of song Constantemente Mía got?,Sanremo Music Festival,Sanremo Music Festival,1.0,1.0,False,disconnected,B_repair,constantemente mía | il volo,bernie bonvoisin | billy milano | hong kong film award for best asian film | since when song,constantemente mía,bing crosby | constantemente mía | il volo | lana del rey | martin scorsese | miss seventeen | peter jackson | sean penn | sibongile mlambo | sidney poitier | tim mcgraw | touch my body,bernie bonvoisin | billy milano | constantemente mía | etan boritzer | hong kong film award for best asian film | il volo | o valencia | since when song | singer | singer of all songs,0.0,0.5,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0
eb3fdf6208bb11ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, The Devil And Miss Jones or The Man In The Funny Suit?",The Man In The Funny Suit,The Man In The Funny Suit,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,devil and miss jones | man in funny suit | ralph nelson | sam wood,devil and daniel webster film | devil and miss jones | man in funny suit | sam wood,man in funny suit,brian kennedy gallery director | charles coburn | dance of death disambiguation | devil and daniel webster film | devil and miss jones | faces of death vi | luc besson | man in funny suit | robert cummings | sam wood,charles coburn | devil and daniel webster film | devil and miss jones | devil in miss jones | georgina spelvin | man in funny suit | miss jones radio personality | ralph nelson | robert cummings | sam wood,0.75,0.25,0.75,1.0,1.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,1.0,1.0
1ca3370c0bdc11eba7f7acde48001122,compositional,What nationality is the performer of song Gone Fishin' (Song)?,America,American,0.0,0.0,False,short_chain,,bing crosby | gone fishin song,gone fishin song | panda astro song,edwin august,alex bregman | american tunes | buck and preacher | gone fishin song | henry ford | place of birth | sidney poitier,astrid north | bernie bonvoisin | billy milano | bing crosby | caspar babypants | dáithí sproule | gone fishin song | kristian leontiou | o valencia | panda astro song,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0
ca7775140bdc11eba7f7acde48001122,compositional,Who is the spouse of the director of film The Thin Line (1980 Film)?,Moshé Mizrahi,Moshé Mizrahi,1.0,1.0,True,complete,,michal batadam | thin line 1980 film,mehdi abrishamchi | thin line 1980 film,my familys beautiful,brian kennedy gallery director | elizabeth of kuyavia | flavia maximiana theodora | gertrude of bavaria | joanna of aragon countess of foix | judith of flanders | lord edmund howard | luc besson | martin scorsese | mehdi abrishamchi | my familys beautiful | palito ortega | princess caroline of hessedarmstadt | sophie charlotte of württemberg,adib kheir | gertrude of bavaria | heather d gibson | maria teresa grand duchess of luxembourg | marielouise coidavid | mehdi abrishamchi | michal batadam | princess auguste of bavaria 1875–1964 | sophia magdalena of denmark | thin line 1980 film,0.5,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0
955eafcc089f11ebbd78ac1f6bf848b6,comparison,"Who lived longer, Octavius Hammond or Curumsey Damjee?",Curumsey Damjee,Curumsey Damjee,1.0,1.0,False,short_chain,,curumsey damjee | octavius hammond,curumsey damjee | gertrude demain hammond | justin historian | mats olausson | octavius hammond,curumsey damjee | octavius hammond,curumsey damjee | octavius hammond,curumsey damjee | fred h frank | gaius julius aquila | gertrude demain hammond | joan carden | justin historian | mats olausson | maximus of tyre | octavius hammond | r charlton poetsongwriter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
03e971d208d911ebbd9cac1f6bf848b6,bridge_comparison,Do both directors of films The Wrath Of Silence and Legend Of The Fox have the same nationality?,yes,yes,1.0,1.0,False,missing_entities,A+_enhancement,chang cheh | frankie chan | legend of fox | wrath of silence,legend of fox | wrath of gods | wrath of grapes | wrath of silence | yevdokiya nagrodskaya,legend of fox | wrath of silence,brian kennedy gallery director | chang cheh | frankie chan | luc besson | place of birth,andy winter musician | chang cheh | frankie chan | legend of fox | mr right 2009 film | wrath of gods | wrath of grapes | wrath of silence | yevdokiya nagrodskaya | zhang zhehan,0.5,0.5,0.5,1.0,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571
547835de087f11ebbd6bac1f6bf848b6,comparison,"Who was born later, Park So-Jin or Joseph M. Pettit?",Park So-Jin,Park So-Jin,1.0,1.0,True,complete,A+_enhancement,joseph m pettit | park sojin,jo sungjin | joseph m pettit | park sodam | park soyoung,,joseph m pettit | park sojin,catherine i of russia | jo sungjin | joseph m pettit | kim sojin | lee hyejin | lee sojin | park sodam | park sojin | park soyoung | w augustus barratt,0.5,0.0,1.0,1.0,1.0,0.25,0.0,0.75,0.75,0.75
77803f9c084b11ebbd56ac1f6bf848b6,comparison,"Which film was released first, Taxi! or What'S Your Hurry??",What'S Your Hurry?,What'S Your Hurry,1.0,1.0,True,complete,,taxi | whats your hurry,taxi | whats your husband doing | whats your number | wonderful world of captain kuhio,,,coney island baby film | di che segno sei | empties | taxi | whats your hurry | whats your husband doing | whats your name | whats your number | whats your reputation worth | wonderful world of captain kuhio,0.5,0.0,0.0,1.0,1.0,0.75,0.0,0.0,1.0,1.0
5b66327608f011ebbda8ac1f6bf848b6,comparison,"Who was born later, Narayana Kasturi or Sigismund Toduță?",Sigismund Toduță,Sigismund Toduță,1.0,1.0,True,complete,,narayana kasturi | sigismund toduță,joël henry journalist | narayana kasturi | sigismund toduță,,narayana kasturi | sigismund toduță,alexander fuks | catherine i of russia | dorothee metlitzki | edwin richards field hockey | jacob knaani | joël henry journalist | judah even shemuel | narayana kasturi | sigismund toduță | w augustus barratt,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
432d5c5c08aa11ebbd80ac1f6bf848b6,comparison,"Which school was founded first, Colegio Israelita De México or Waldorf University?",Waldorf University,Waldorf University,1.0,1.0,True,complete,,colegio israelita de méxico | waldorf university,2011 primera división de méxico clausura liguilla | colegio israelita de méxico | grupo financiero banamex | kenmei womens junior college | school division,colegio israelita de méxico | waldorf university,colegio israelita de méxico | waldorf university | waldorf warriors football,2011 primera división de méxico clausura liguilla | centro israelita de república dominicana | colegio israelita de méxico | comunidad israelita de santiago | deportivo chetumal | grupo financiero banamex | kenmei womens junior college | school division | waldorf university | waldorf warriors football,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
0464f5040bdc11eba7f7acde48001122,compositional,Where does the director of film The Witnesses work at?,Cahiers du cinéma,French film director,0.0,0.0,True,complete,,andré téchiné | witnesses,brian kennedy gallery director | dana blankstein | olav aaraas | witnesses,andré téchiné | hubert sauper,andré téchiné | christophe honoré | pascal bonitzer | witnesses | éric rohmer,andré téchiné | brian kennedy gallery director | dana blankstein | ian barry director | jason moore director | jesse e hobson | michael govan | olav aaraas | peter levin | witnesses,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
1aec8f200bb011ebab90acde48001122,inference,Who is Myat Phaya's maternal grandmother?,Hsinbyumashin,Queen of Alenandaw,0.0,0.0,True,complete,A+_enhancement,myat phaya | supayalat,myat phaya | supayalat | tjuyu,supayalat,myat phaya | supayalat | taw phaya,anne denman | gülbahar hatun wife of mehmed ii | hannah arnold | hubba bint hulail | kaoru hatoyama | mona hopton bell | myat phaya | supayalat | taw phaya | tjuyu,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
5d87207a0bb011ebab90acde48001122,inference,Who is Badi-Al Zaman Mirza Safavi's mother-in-law?,Sultan-Agha Khanum,Sultan-Agha Khanum,1.0,1.0,True,complete,,badial zaman mirza safavi | pari khan khanum,badial zaman mirza safavi | shah verdi khan,,badial zaman mirza safavi | haydar mirza safavi | pari khan khanum,ali akbar isfahani | badi alzaman mirza | badial zaman mirza safavi | eldon howard | haydar mirza safavi | maria thins | marian shields robinson | pari khan khanum | priscilla pointer | shah verdi khan,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
12372ebd08e711ebbda5ac1f6bf848b6,comparison,"Which film was released more recently, Secret Of St. Job Forest or Kenny Begins?",Kenny Begins,Kenny Begins,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,kenny begins | secret of st job forest,secret of mulan | secret of st job forest | secret of sword | wonderful world of captain kuhio,kenny begins | secret of st job forest,kenny begins | secret of st job forest,el secreto de la solterona | kenny begins | night at museum secret of tomb | secret of blood | secret of mountain lake | secret of mulan | secret of rosette lambert | secret of st job forest | secret of sword | wonderful world of captain kuhio,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
8d91d1b60bb011ebab90acde48001122,inference,"Who is Eleanor Of Aragon, Countess Of Toulouse's paternal grandfather?",Ramon Berenguer IV,Ramon Berenguer IV,1.0,1.0,False,missing_entities,A+_enhancement,alfonso ii of aragon | eleanor of aragon countess of toulouse,alfonso ii of aragon | eleanor of aragon countess of toulouse | henry krause | sancho alfonso 1st count of alburquerque,alfonso ii of aragon,alfonso ii of aragon | alfonso iv of aragon | barthold butenschøn sr | dalfi dalvernha | eleanor of aragon countess of toulouse | eystein glumra | hasanaga sadigov | joan countess of toulouse | place of birth | stephen v of hungary,abd almuttalib | alfonso de castilla y molina | alfonso ii of aragon | eleanor of aragon countess of toulouse | fred le deux | henry krause | hernando de aragón | juan de aragón y de jonqueras 2nd count of ribagorza | kaya alp | sancho alfonso 1st count of alburquerque,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
9564cd35089311ebbd75ac1f6bf848b6,comparison,"Do the movies Before The Streets and Buchanan Rides Alone, originate from the same country?",no,no,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,before streets | buchanan rides alone,at movies | before streets | bōkenshatachi | deer film | list of roads in lahore,,,at movies | before streets | buchanan rides alone | bōkenshatachi | deer film | list of roads in lahore | randy rides alone | rusty rides alone | when man rides alone,0.5,0.0,0.0,1.0,1.0,0.6,0.0,0.0,1.0,1.0
b86223c60bda11eba7f7acde48001122,compositional,Where was the place of death of the director of film Curse Of The Crimson Altar?,"Durban, South Africa","Durban, South Africa",1.0,1.0,False,missing_entities,A+_enhancement,curse of crimson altar | vernon sewell,brian kennedy gallery director | curse of crimson altar | curse of maya,vernon sewell,brian kennedy gallery director | curse of crimson altar | luc besson | place of birth,brian kennedy gallery director | chantal quesnel | crimson circle 1922 film | curse of crimson altar | curse of maya | ian barry director | li man | roger avon | vernon sewell | virginia wetherell,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
a3561235086b11ebbd5fac1f6bf848b6,comparison,"Which film was released more recently, The Singing Fool or La Ragazzola?",La Ragazzola,La Ragazzola,1.0,1.0,True,complete,,la ragazzola | singing fool,la ragazzola | poet fool or bum | say it with songs | singing fool,,la ragazzola | say it with songs | singing fool | theres rainbow round my shoulder,chapelle | fool | la ragazzola | la7 | lagrange disambiguation | poet fool or bum | say it with songs | singing fool | theres rainbow round my shoulder,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1e1d8778088e11ebbd70ac1f6bf848b6,bridge_comparison,"Which film has the director who died earlier, Naa Mechida Huduga or The Countess Died Of Laughter?",The Countess Died Of Laughter,The Countess Died Of Laughter,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,countess died of laughter | franz antel | naa mechida huduga | r n jayagopal,ben palmer | countess died of laughter | naa mechida huduga,,adolf duke of jülichberg | anup bhandari | brian kennedy gallery director | countess died of laughter | d rajendra babu | dance of death disambiguation | dollar 1938 film | faces of death vi | gustaf molander | ingmars inheritance | landgravine auguste of hessehomburg | luc besson | margravine sophie christine of brandenburgbayreuth | naa mechida huduga | post master | ravina actress | sjumandjaja | vijaya bhaskar | y r swamy,ben palmer | countess died of laughter | elizabeth hervey countess of bristol | franz antel | genshin takano governor of hiroshima | gertrude talbot countess of shrewsbury | grace sackville countess of middlesex | mary stopford countess of courtown died 1810 | naa mechida huduga | r n jayagopal,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0
0bad718c0bb011ebab90acde48001122,inference,Who is the paternal grandfather of Margaret Drummond (Mistress)?,Sir Malcolm Drummond of Cargill,Sir Malcolm Drummond,0.0,0.75,False,short_chain,,john drummond 1st lord drummond | margaret drummond mistress,henry krause | margaret drummond mistress | zhao shoushan,john drummond 1st lord drummond | margaret drummond mistress,adolph ii of marck | eystein glumra | john drummond 1st lord drummond | malcolm pointon | malcolm st clair filmmaker | margaret countess of soissons | margaret drummond mistress | margaret drummond wrns officer | princess margaretha of liechtenstein | social celebrity | stephen v of hungary,abd almuttalib | fred le deux | henry krause | john drummond 1st lord drummond | john westley | kaya alp | lyon cohen | margaret drummond mistress | margaret drummond wrns officer | zhao shoushan,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
ef5046be0bae11ebab90acde48001122,inference,"Who is the paternal grandmother of Edward Despenser, 1St Baron Despenser?",Eleanor de Clare,"“Edward le Despenser, 1st Baron Des",0.0,0.0,False,missing_entities,A+_enhancement,edward despenser 1st baron despenser | edward despenser died 1342,edward despenser 1st baron despenser | robert de ferrers 4th baron ferrers of chartley | thomas despenser 1st earl of gloucester,edward despenser died 1342,edward despenser 1st baron despenser | edward despenser died 1342,edward despenser 1st baron despenser | edward despenser died 1342 | elizabeth de burghersh 3rd baroness burghersh | elizabeth le despenser | hugh despenser justiciar | john fitzalan 2nd baron arundel | margery le despencer | philip basset | robert de ferrers 4th baron ferrers of chartley | thomas despenser 1st earl of gloucester,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
8a0ed810089d11ebbd78ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Angel And The Badman or Happy Days In Aranjuez?",Happy Days In Aranjuez,Happy Days In Aranjuez,1.0,1.0,False,missing_entities,A+_enhancement,angel and badman | happy days in aranjuez | james edward grant | johannes meyer director,angel and badman | hassan zee | james edward grant,,angel and badman | brian kennedy gallery director | happy days in aranjuez | james edward grant | johannes meyer director | luc besson | place of birth,angel and badman | day of badman | happy days in aranjuez | hartley lobban | hassan zee | henry moore cricketer | james edward grant | johannes meyer director | manu hervás | wale adebanwi,0.5,0.0,1.0,1.0,1.0,0.42857142857142855,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571
cd0964240bda11eba7f7acde48001122,compositional,Where was the place of burial of Marie-Louise Loubet's husband?,Montélimar,Montélimar,1.0,1.0,False,disconnected,B_repair,marielouise loubet | émile loubet,emperor daigo | marielouise loubet | émile loubet,,dance of death disambiguation | faces of death vi | marielouise loubet | émile loubet,emperor daigo | marie forleo | marie louise de la tour dauvergne | marie louise de rohan | marie louise duchess of parma | marie louise steffensen | marielouise jensen | marielouise loubet | vernon richards | émile loubet,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
