qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5ab8869155429916710eb081,"Electronic Attack Squadron 138 is a type of which American carrier-based electronic warfare aircraft, a specialized version of the two-seat F/A-18F Super Hornet?",Boeing EA-18G Growler,Boeing EA-18G Growler,current_v4,1,1.0000,Boeing EA-18G Growler,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Boeing EA-18G Growler | hotpot1000_comagraag_body_selector_v4:prediction=Boeing EA-18G Growler | hotpot1000_comagraag_body_selector_v4:current_answer=Boeing EA-18G Growler | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Boeing EA-18G Growler | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Boeing EA-18G Growler
5a7774e155429967ab10518d,"What studio helped produce both Return to Never Land and McFarland, USA?",Walt Disney Pictures,Walt Disney Pictures,current_v4,1,1.0000,Walt Disney Pictures,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Walt Disney Pictures | hotpot1000_comagraag_body_selector_v4:prediction=Walt Disney Pictures | hotpot1000_comagraag_body_selector_v4:current_answer=Walt Disney Pictures | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Walt Disney Pictures | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Walt Disney Pictures
5abced075542993a06baf9ac,"What time did the show, in which Gordon Burns was the host, usually air on Monday?",7pm,7pm,current_v4,1,1.0000,7pm,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=7pm | hotpot1000_comagraag_body_selector_v4:prediction=7pm | hotpot1000_comagraag_body_selector_v4:current_answer=7pm | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=7pm | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=7pm
5abdba405542993f32c2a023,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,Perfect Strangers,current_v4,1,1.0000,Perfect Strangers,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Perfect Strangers | hotpot1000_comagraag_body_selector_v4:prediction=Perfect Strangers | hotpot1000_comagraag_body_selector_v4:current_answer=Perfect Strangers | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Perfect Strangers | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Perfect Strangers
5ae705725542995703ce8bbc,Come from the Heart:was first recorded by an artist that sang what genre of music?,country,country music,current_v4,0,0.6667,country music,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5ab42b24554299753aec5a43,Operation light house was an experiment by Wernher von Braun and another man born in what year?,1895,1914,current_v4,0,0.0000,1914,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab90fdd55429916710eb0fc,Wheelock Whitney is just one member of the Whitney Family. Where did this American family originate from?,"London, England","London, England",current_v4,1,1.0000,"London, England",hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,"hotpot1000_comagraag_body_selector_v4:answer=London, England | hotpot1000_comagraag_body_selector_v4:prediction=London, England | hotpot1000_comagraag_body_selector_v4:current_answer=London, England | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=London, England | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=London, England"
5abb189e5542996cc5e49fa4,In between Remember the Titans and My Favorite Martian which film film grossed $36.8 million domestically?,My Favorite Martian,My Favorite Martian,current_v4,1,1.0000,My Favorite Martian,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=My Favorite Martian | hotpot1000_comagraag_body_selector_v4:prediction=My Favorite Martian | hotpot1000_comagraag_body_selector_v4:current_answer=My Favorite Martian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=My Favorite Martian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=My Favorite Martian
5a7633ad5542992db9473741,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",The Seven Days Battles,The Seven Days Battles,current_v4,1,1.0000,The Seven Days Battles,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Seven Days Battles | hotpot1000_comagraag_body_selector_v4:prediction=The Seven Days Battles | hotpot1000_comagraag_body_selector_v4:current_answer=The Seven Days Battles | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Seven Days Battles | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Seven Days Battles
5a7351785542994cef4bc539,Was Atom Egoyans biggest commercial success on stage or on film?,erotic thriller film,on film,current_v4,0,0.4000,on film,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5a7133565542994082a3e65c,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,Oldham County,current_v4,1,1.0000,Oldham County,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Oldham County | hotpot1000_comagraag_body_selector_v4:prediction=Oldham County | hotpot1000_comagraag_body_selector_v4:current_answer=Oldham County | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Oldham County | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Oldham County
5a88b3b4554299206df2b336,What type of art does The Consul and Arlecchino have in common?,music,Painting,current_v4,0,0.0000,Painting,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a747a3755429974ef308c09,What two occupations did Scott Weiland and Richard Hawley have in common?,singer and songwriter,singer and guitarist,current_v4,0,0.6667,singer and guitarist,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a7571095542992d0ec05f97,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",Paula Maxine Patton,Paula Maxine Patton,current_v4,1,1.0000,Paula Maxine Patton,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Paula Maxine Patton | hotpot1000_comagraag_body_selector_v4:prediction=Paula Maxine Patton | hotpot1000_comagraag_body_selector_v4:current_answer=Paula Maxine Patton | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Paula Maxine Patton | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Paula Maxine Patton
5a75321555429916b0164290,What is the title of the person who is Head of the Department of Biological Sciences at the University of Lincoln,Doctor,Head of the Department of Biological Sciences,current_v4,0,0.0000,Head of the Department of Biological Sciences,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae3e84b5542996836b02bf0,"Which airport, Salt Lake City International Airport or Brainerd Lakes Regional Airport, serves as a commercial airline and is closest to it's respective downtown city?",Brainerd Lakes Regional Airport,Salt Lake City International Airport,current_v4,0,0.2222,Salt Lake City International Airport,hotpot1000_comagraag_body_selector_v4,answer,0,0.2222,partial_candidate_no_improvement,
5a7a83b3554299042af8f652,"WHAT WAS THE NAME OF THE BOOK MADE INTO THE 2015 SOUTH KOREAN CRIME THRILLER, THE DEAL, DIRECTED BY SON YONG-HO AND FEATURING SOUTH KOREAN ACTOR PARK SUNG-WOONG (BORN JANUARY 9, 1973) AS A SERIAL KILLER?","""Murder Request""",The Deal,current_v4,0,0.0000,The Deal,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a735c3a55429901807daff7,Nikolay Mitrofanovich Krylov and Anatoly Fomenko both held what academic title?,mathematician,mathematician,current_v4,1,1.0000,mathematician,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=mathematician | hotpot1000_comagraag_body_selector_v4:prediction=mathematician | hotpot1000_comagraag_body_selector_v4:current_answer=mathematician | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=mathematician | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=mathematician
5ae7edee554299540e5a56ad,The Church of the Guanche People was founded in the city that is on the most populated island of what larger area?,Macaronesia,Canary Islands,current_v4,0,0.0000,Canary Islands,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a728f745542991f9a20c4e6,"Which magazine was founded first, Diva or Elle?",Elle,Elle,current_v4,1,1.0000,Elle,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Elle | hotpot1000_comagraag_body_selector_v4:prediction=Elle | hotpot1000_comagraag_body_selector_v4:current_answer=Elle | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Elle | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Elle
5a778b1e55429949eeb29ee3,What band is a tribute to a band originally known as the Grizzly River Boys?,Nashville Tribute Band,Diamond Rio,current_v4,0,0.0000,Diamond Rio,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a75447b55429974ef308cbf,"Which battle came first, the Battle of Okinawa or Operation Diadem?",Operation Diadem,Operation Diadem,current_v4,1,1.0000,Operation Diadem,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Operation Diadem | hotpot1000_comagraag_body_selector_v4:prediction=Operation Diadem | hotpot1000_comagraag_body_selector_v4:current_answer=Operation Diadem | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Operation Diadem | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Operation Diadem
5a7f22005542993067513656, Among Kele Okereke and Jon Hume who made the New Zealand band Evermore?,Jon Hume,Jon Hume,current_v4,1,1.0000,Jon Hume,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Jon Hume | hotpot1000_comagraag_body_selector_v4:prediction=Jon Hume | hotpot1000_comagraag_body_selector_v4:current_answer=Jon Hume | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Jon Hume | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Jon Hume
5a779fd95542997042120ab5,In what year were the European Athletics Junior Championships held in the capital of Slovenia?,1997,1997,current_v4,1,1.0000,1997,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1997 | hotpot1000_comagraag_body_selector_v4:prediction=1997 | hotpot1000_comagraag_body_selector_v4:current_answer=1997 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1997 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1997
5adbe27c55429947ff173854,"Which university has more campuses, Dalhousie University or California State Polytechnic University, Pomona?",Dalhousie University,"California State Polytechnic University, Pomona",current_v4,0,0.2857,Dalhousie University,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=Dalhousie University | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=Dalhousie University | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=Dalhousie University
5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",Nelson Algren,Nelson Algren,current_v4,1,1.0000,Nelson Algren,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Nelson Algren | hotpot1000_comagraag_body_selector_v4:prediction=Nelson Algren | hotpot1000_comagraag_body_selector_v4:current_answer=Nelson Algren | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Nelson Algren | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Nelson Algren
5abbee315542993f40c73c1d,Could you read both Bicycling and National Review,yes,no,current_v4,0,0.0000,no,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a81adfc55429903bc27b9a4,"Who had a longer film career, Harry Sweet or John Biddle?",John Scott Biddle,Harry Sweet,current_v4,0,0.0000,John Biddle,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,0,0.8000,partial_candidate_improves_f1,
5a7912f655429974737f796c,What is the birthday of the man who played Lex Luthor in Superman IV: The Quest for Peace?,"January 30, 1930","June 18, 1931",current_v4,0,0.0000,"June 18, 1931",hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a83b1e75542990548d0b220,Worker: What professional title to both Christopher Nolan and Paul Schrader boast?,screenwriter,film director,current_v4,0,0.0000,film director,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab97cd0554299753720f81a,Elizabeth Austin wrote for a fitness magazine founded by who?,Christine MacIntyre,Christine MacIntyre,current_v4,1,1.0000,Christine MacIntyre,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Christine MacIntyre | hotpot1000_comagraag_body_selector_v4:prediction=Christine MacIntyre | hotpot1000_comagraag_body_selector_v4:current_answer=Christine MacIntyre | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Christine MacIntyre | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Christine MacIntyre
5a77857155429949eeb29ebf,What 2-year worldwide tour had a round stage and a band that performed a song never before performed live?,U2 360° Tour,Rock & Roll Over Tour,current_v4,0,0.2857,Rock & Roll Over Tour,hotpot1000_comagraag_body_selector_v4,answer,0,0.2857,partial_candidate_no_improvement,
5ac2758b55429963665199c3,The organization that Nicolae Titulescu served two terms as president was founded on what date?,10 January 1920,1926,current_v4,0,0.0000,"October 10, 1968",hotpot1000_comagraag_type_aware_candidate_reader_pilot20,deterministic_candidates,0,0.3333,partial_candidate_improves_f1,
5a8072a5554299485f5985f1,What separates the islands where the 2015 Africa Magic Viewers Choice Awards were held?,creeks,Lagos Lagoon,current_v4,0,0.0000,Lagos Lagoon,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab72a025542992aa3b8c7b8,"""A Summer in the Cage"" and ""American Hardcore"" are both what kind of film?",documentary,documentary,current_v4,1,1.0000,documentary,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=documentary | hotpot1000_comagraag_body_selector_v4:prediction=documentary | hotpot1000_comagraag_body_selector_v4:current_answer=documentary | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=documentary | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=documentary
5ab28120554299449642c8cc,What kind of film are  The Silent Historian and The Betrayal – Nerakhoon?,documentary film,documentary film,current_v4,1,1.0000,documentary film,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=documentary film | hotpot1000_comagraag_body_selector_v4:prediction=documentary film | hotpot1000_comagraag_body_selector_v4:current_answer=documentary film | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=documentary film | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=documentary film
5ae694a15542991bbc976141,Why is Minister Pool important to Black Country and the West Midlands in England?,defence of the Cathedral,Not mentioned,current_v4,0,0.0000,Not mentioned,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a74a62b55429916b01641a0,"Which astronaut, Jean-François Clervoy or Ulrich Walter, was born first?",Prof. Dr. Ulrich Hans Walter,Ulrich Walter,current_v4,0,0.5714,Ulrich Walter,hotpot1000_comagraag_body_selector_v4,answer,0,0.5714,partial_candidate_no_improvement,
5ae66d515542992ae0d16346,"In what year was the singer who popularized ""I'll Keep the Lovelight Burning"" born?",1927,1922,current_v4,0,0.0000,1922,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8230af554299676cceb227,Have filmmakers Enrico Cocozza and Mira Nair both been nominated for awards for their work?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a7f40de5542992e7d278cc8,What star if the Burbs was Canadian?,"Richard ""Rick"" Ducommun",Rick Moranis,current_v4,0,0.4000,Rick Moranis,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5ae056c755429945ae959319,James Garner had a role in the 2004 romantic drama directed by whom?,Nick Cassavetes,Nick Cassavetes,current_v4,1,1.0000,Nick Cassavetes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Nick Cassavetes | hotpot1000_comagraag_body_selector_v4:prediction=Nick Cassavetes | hotpot1000_comagraag_body_selector_v4:current_answer=Nick Cassavetes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Nick Cassavetes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Nick Cassavetes
5add95035542990dbb2f7e77,Cherie Currie and Steve Augeri were both what?,American musician,lead vocalists,current_v4,0,0.0000,lead vocalists,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a89ddf25542992e4fca83ff,Do singers Lee Donghae and Dappy have the same nationality?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a729fa15542994cef4bc397,"Which movie came out first, ""Bambi"" or ""Underdog""?",Bambi,Bambi,current_v4,1,1.0000,Bambi,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bambi | hotpot1000_comagraag_body_selector_v4:prediction=Bambi | hotpot1000_comagraag_body_selector_v4:current_answer=Bambi | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bambi | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bambi
5a76387d554299109176e6ba,Who was born first Am Rong or Ava DuVernay ?,Am Rong,Am Rong,current_v4,1,1.0000,Am Rong,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Am Rong | hotpot1000_comagraag_body_selector_v4:prediction=Am Rong | hotpot1000_comagraag_body_selector_v4:current_answer=Am Rong | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Am Rong | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Am Rong
5a8e0d04554299068b959e3a,What country does Haringey Heartlands and The Mall Wood Green have in common?,London,England,current_v4,0,0.0000,Tottenham in the London Borough of Haringey,hotpot1000_comagraag_type_aware_candidate_reader_pilot20,deterministic_candidates,0,0.2857,partial_candidate_improves_f1,
5ac15f6c5542994d76dccdf3,Are both Miltoniopsis and Strobilanthes examples of a genus?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,Carabao Cup,current_v4,1,1.0000,Carabao Cup,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Carabao Cup | hotpot1000_comagraag_body_selector_v4:prediction=Carabao Cup | hotpot1000_comagraag_body_selector_v4:current_answer=Carabao Cup | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Carabao Cup | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Carabao Cup
5ae022ab554299025d62a428,"Which genus is native to arid or semi-desert areas, Alopecurus or Echeveria?",Echeveria,Echeveria,current_v4,1,1.0000,Echeveria,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Echeveria | hotpot1000_comagraag_body_selector_v4:prediction=Echeveria | hotpot1000_comagraag_body_selector_v4:current_answer=Echeveria | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Echeveria | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Echeveria
5a76c98855429972597f13d0,Near what ocean does the highway carried by the Long-Allen bridge terminate near?,the Atlantic Ocean,Gulf of Mexico,current_v4,0,0.0000,Gulf of Mexico,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8bc1b85542997f31a41db8,Which one between Milium and Eucommia lives more widely spread across the world?,Milium,Milium,current_v4,1,1.0000,Milium,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Milium | hotpot1000_comagraag_body_selector_v4:prediction=Milium | hotpot1000_comagraag_body_selector_v4:current_answer=Milium | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Milium | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Milium
5a8466a75542993344746108,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,"""Alceste""",Orfeo ed Euridice,current_v4,0,0.0000,Orfeo ed Euridice,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab913205542991b5579f0e0,The Sanders-Brown Center on Aging was funded by a grant from a businessman known for what restaurant chain?,Kentucky Fried Chicken (KFC),KFC,current_v4,0,0.4000,KFC,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5abe535055429976d4830aea,Where is the transportation company that owns Talbot based in?,Montreal,Sioux Falls,current_v4,0,0.0000,Sioux Falls,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac00f795542996f0d89cb16,The Disney version of Ebenezer Scrooge was voiced by whom?,Alan Young,Scrooge McDuck,current_v4,0,0.0000,Scrooge McDuck,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae12bcc5542997b2ef7d11a,Are Benjamin Britten and Béla Bartók from the same country?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ae256435542992decbdccc3,"In what year did the playwright who wrote ""The City Heiress"" die?",1689,1689,current_v4,1,1.0000,1689,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1689 | hotpot1000_comagraag_body_selector_v4:prediction=1689 | hotpot1000_comagraag_body_selector_v4:current_answer=1689 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1689 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1689
5a84b6ed5542994c784dda18,Is Awolnation an American alternative rock band and This Mortal Coil was a music collective,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5ae16d9655429920d52343ce," ""Collateral Damage"" is an episode of the television series ""Millennium"" and features the host of a late night talk show that airs how often?",seven nights a week,weekly,current_v4,0,0.0000,weekly,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab5dcb95542992aa134a3b3,Are Toshi and Warrel Dane both in the band Sanctuary?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a7e22ed5542995ed0d166a7,"What writer is older, Bernard Malamud or Lois McMaster Bujold?",Bernard Malamud,Bernard Malamud,current_v4,1,1.0000,Bernard Malamud,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bernard Malamud | hotpot1000_comagraag_body_selector_v4:prediction=Bernard Malamud | hotpot1000_comagraag_body_selector_v4:current_answer=Bernard Malamud | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bernard Malamud | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bernard Malamud
5a8e27d45542995a26add46a,Jaclyn Stapp is married to the former frontman of a band that disbanded in what year?,2004,2004,current_v4,1,1.0000,2004,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=2004 | hotpot1000_comagraag_body_selector_v4:prediction=2004 | hotpot1000_comagraag_body_selector_v4:current_answer=2004 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=2004 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=2004
5a80abb65542996402f6a5df,What organization affiliated with the National Collegiate Athletic Association Division were the 2012 Hawaii Warriors football team first year members of?,Mountain West Conference,Mountain West Conference,current_v4,1,1.0000,Mountain West Conference,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Mountain West Conference | hotpot1000_comagraag_body_selector_v4:prediction=Mountain West Conference | hotpot1000_comagraag_body_selector_v4:current_answer=Mountain West Conference | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Mountain West Conference | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Mountain West Conference
5a85b2895542994c784ddb49,Bank street is sandwiched between the headquarters of the Hongkong and Shanghai Banking Corporation and which other building?,Bank of China Building,Standard Chartered Bank Building,current_v4,0,0.5000,Standard Chartered Bank Building,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ae346365542991a06ce9985,The vynil collectible Vinylmation are all shaped with the body of a cartoon character created by who ?,Walt Disney and Ub Iwerks,Walt Disney,current_v4,0,0.5714,Walt Disney,hotpot1000_comagraag_body_selector_v4,answer,0,0.5714,partial_candidate_no_improvement,
