qid,question,current,gold,current_em,top_answer,top_score,top_count,top_sources_n,current_score,margin,oracle_top_em,any_alt_exact,num_alts
5a834cea5542990548d0b1c6,What college did the person who defeated Fedor Emelianenko play football at?,Purdue,Purdue University,0,Rutgers,11.639999999999999,12,9,133.01999999999998,-121.37999999999998,0,0,1
5a8459aa5542996488c2e51e, Kenneth Anderson served under the General who was which President of the United States?,Dwight D. Eisenhower,34th,0,kg,8.799999999999999,8,8,91.98000000000005,-83.18000000000005,0,0,2
5a82301155429926c1cdae4a,How much was Ammon Bundy's son ordered to pay in grazing fees?,0,over $1 million,0,Ammon Bundy's son was not ordered to pay any grazing fees.,8.799999999999999,8,8,114.38000000000001,-105.58000000000001,0,0,1
5a8466a75542993344746108,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,Orfeo ed Euridice,"""Alceste""",0,"{""prior"": """", ""judge_answer"": """"}",8.799999999999999,8,8,119.82000000000001,-111.02000000000001,0,0,3
5ab5d2ac5542992aa134a3a6,Tom Araya and Marcus Mumford were both what?,band members,musician,0,musicians,8.309999999999999,10,10,139.25999999999996,-130.94999999999996,0,0,2
5ae17a9b5542990adbacf7a2,Was the band The Shins formed before the band Paramore?  ,no,yes,0,Yes,8.309999999999999,10,10,141.15999999999994,-132.84999999999994,1,1,1
5ac275f155429921a00aaf82,what did the second largest city by population in vietnam also serve as in the first indochina war? ,capital of the Democratic Republic of Vietnam and the headquarters of the Viet Minh,Viet Minh's base,0,capital of the State of Vietnam,7.609999999999999,9,9,92.84000000000003,-85.23000000000003,0,0,1
5a7c96765542990527d554d8,Which occupations did Ralph Smart and Trey Parker have in common?,"writer, director","producer, director, and writer",0,screenwriter,7.609999999999999,9,9,101.76,-94.15,0,0,1
5a89e4585542992e4fca8454,"George Reed was, along with which Drake University player, one of the greatest running backs in CFL history?",Mike Pringle and Johnny Bright,Johnny D. Bright,0,Willie Fleming,7.609999999999999,9,9,102.30000000000003,-94.69000000000003,0,0,3
5abbdb195542993f40c73bf1,"Which is larger, Garajonay National Park or Guadarrama National Park?",Guadarrama National Park,Sierra de Guadarrama National Park,0,Garajonay National Park,7.609999999999999,9,9,104.96000000000002,-97.35000000000002,0,0,1
5a8be7735542997f31a41df2,What conference does the team that drafted Derrick Hamilton in 2004 belong to?,National Football League (NFL),National Football Conference (NFC) West,0,AFC,7.609999999999999,9,9,120.78000000000002,-113.17000000000002,0,0,1
5ab8764155429919ba4e22fe,What profession was both John Updike and Bret Easton Ellis ?,American author,short story writer,0,Writer,7.609999999999999,9,9,120.78000000000002,-113.17000000000002,0,0,1
5ac31456554299741d48a1b4,"Which band has more members, Lawson or American Music Club?",American Music Club,Lawson,0,Lawson,7.609999999999999,9,9,120.78000000000002,-113.17000000000002,1,1,1
5adfdef9554299025d62a36b,Where was the first governor after the The Missouri Compromise from?,Maine,"Bath, Maine",0,Missouri,7.609999999999999,9,9,121.48,-113.87,0,0,2
5a8534305542997b5ce3ffc4,"Between the two operas, Mosè in Egitto and Lucrezia Borgia, which one has more acts?",Lucrezia Borgia,Mosè in Egitto,0,Mosè in Egitto,7.609999999999999,9,9,121.48,-113.87,1,1,1
5a860d09554299211dda2a53, What was the address of the building on U.S. Route 3 that was the tallest building in New Hampshire when completed in 1972?,900 Elm Street,1000 Elm Street,0,"1000 Elm Street, Manchester, New Hampshire",7.609999999999999,9,9,121.48,-113.87,0,0,1
5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,Manistee County,Chippewa County,0,Ottawa County,7.609999999999999,9,9,121.48,-113.87,0,0,1
5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,Hayley Mills,Mary Astor,0,Mamie Van Doren,7.609999999999999,9,9,126.57999999999998,-118.96999999999998,0,0,1
5adcad175542994ed6169bc3,What did the American writer who wrote Into Thin Air  primarily known for in his writings ,"writings about the outdoors, especially mountain-climbing",the outdoors,0,Mountaineering and adventure journalism,7.609999999999999,9,9,126.57999999999998,-118.96999999999998,0,0,1
5ae7ad385542993210983ef0,Which guitarist that played on the LP Street Survivors and was a member of an American Southern Rock band from May 1976 until his death Oct 1977?,Steve Gaines,"Steven Earl ""Steve"" Gaines",0,Allen Collins,7.609999999999999,9,9,127.27999999999997,-119.66999999999997,0,0,1
5a7b73ad5542997c3ec9718c,1990 Film Lionheart stars this actor who is best known for what type of films?,"{""prior"": """", ""judge_answer"": """"}",martial arts action films,0,Action films,7.609999999999999,9,9,128.95999999999998,-121.34999999999998,0,0,1
5ac164da55429964131be1bf,Linhai and Gongqingcheng are both what kinds of cities that are located in China?,county-level cities,county-level city,0,prefecture-level cities,7.609999999999999,9,9,134.75999999999993,-127.14999999999993,0,0,1
5a761e855542994ccc9186e0,Where are Catcha Lake and Hedley Mascot Mine located?,Nova Scotia and British Columbia,"British Columbia, Canada",0,"British Columbia, Canada",7.609999999999999,9,9,139.25999999999996,-131.64999999999998,1,1,1
5ae612f3554299546bf83065,Which musician who first became famous in the late 1960s and early 1970s is Inner Secrets  the ninth studio album by,Santana,Carlos Santana,0,Jim Croce,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,1
5ae4ad3155429913cc2044cb,Do both Adventist World and Girls' Life have a headquarter or editor based in Maryland?,no,yes,0,Yes,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,1,1,1
5ae3606b5542991a06ce99a8,"Philip Carlo, the author of the biography of the mob assasin Richard Kuklinsk, died of which diease?i, ",amyotrophic lateral sclerosis,Lou Gehrig's Disease,0,ALS,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,1
5ab596d95542992aa134a371,WHere are both Sanming and Jiutai District located?,Fujian Province and Jilin Province,China,0,China,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,1,1,1
5adcfebe5542992c1e3a24f3,How many members were in the South Korean boy group whose first official sub-unit is Bastarz?,3,seven members,0,4,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,2
5ae1d4e75542997f29b3c143,Which member of Northern Kings was born on 14 January 1966?,Marko Tapani Hietala,Marco Hietala,0,Jarkko Ahola,7.609999999999999,9,9,139.95999999999995,-132.34999999999997,0,0,1
5aba85335542994dbf01992d,Where operation Operation Dragoon and Battle of Cold Harbor fought during to different wars?,World War II and American Civil War,yes,0,Operation Dragoon: World War II; Battle of Cold Harbor: American Civil War,7.609999999999999,9,9,139.95999999999995,-132.34999999999997,0,0,2
5a8db348554299068b959dc2,"What is the subsidiary of the record company who released ""Love Incredible?""",Interscope and Mad Love,Vivendi S.A.,0,Republic Records,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5a8fae205542997ba9cb32ec," What type of television show did Dylan Everett star in, in 2015?",television film,American-Canadian mystery-drama,0,Drama,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ade6eb65542992fa25da782,What two singers who worked together on the song I Would Like to See You Again also performed as part of a country music group which was active between 1985 and 1995?,Johnny Cash and Waylon Jennings,"Johnny Cash, Waylon Jennings",0,Dolly Parton and Kenny Rogers,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5abd05e655429965836004f1,What was the companion piece that Poe's brother published?,How to Write a Blackwood Article,"""The Whalestoe Letters""",0,The Poetic Mirror,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7b5af7554299042af8f752,The company that created the Data Universal Numbering System has a database that contains how many business records?,over 250 million,265 million,0,280 million,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a82bc7455429940e5e1a926,In what movie did the male star of a movie about a widowed 37-year-old woman also star in in the year 1993?,Moonstruck,"""Red Rock West""",0,Sleepless in Seattle,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab4774d5542991751b4d781,Crash is similar to what 16th century British card game in the sense that there is no betting?,Nine-card Brag,"In Crash, there is no betting, as in Brag",0,Noddy,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a773d8955429966f1a36cc4,What is the first year that the second largest university in Alabama fielded a football team?,1938,1892,0,1911,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae0ba1155429924de1b7156,Leonard Logsdail had a cameo role in the biographical film directed by whom?,Martin Scorcese,Martin Scorsese,0,Steven Spielberg,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a84b5975542991dd0999da3,In what ecclesiastical province is Stephen Conway currently part of?,Ecclesiastical Province of Ontario,Province of Canterbury,0,Canterbury,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a747a3755429974ef308c09,What two occupations did Scott Weiland and Richard Hawley have in common?,singer and guitarist,singer and songwriter,0,"Singer, songwriter",7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5a778b1e55429949eeb29ee3,What band is a tribute to a band originally known as the Grizzly River Boys?,Diamond Rio,Nashville Tribute Band,0,Grizzly River Boys,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae66d515542992ae0d16346,"In what year was the singer who popularized ""I'll Keep the Lovelight Burning"" born?",1922,1927,0,1920,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ac00f795542996f0d89cb16,The Disney version of Ebenezer Scrooge was voiced by whom?,Scrooge McDuck,Alan Young,0,Jim Carrey,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a86fde6554299211dda2b7f, Pramod Bhasin was the former CEO of a company that provided what kind of services?,business process outsourcing,IT,0,IT services,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a8a429955429930ff3c0d34,The first of the Simon Bloom books was optioned by a company founded in what year?,1924,1912,0,2004,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5adf37955542993a75d2642e,"What year did the actor, who appeared in ""One Life to Live"" and ""General Hospital"" in 2012, earn a Daytime Emmy Award?",2013,1994,0,2012,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,1,2
5ab7af9d5542993667793fe9,Are both Dodgy and Massive Attack based in the same country?,no,yes,0,Yes,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,1,1,1
5a75e33855429976ec32bc74,Which team's 2013-2014 season had players including a Slovenian who plays at both the point guard and shooting guard positions?,Miami Heat,the Phoenix Suns,0,Cleveland Cavaliers,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae547f85542990ba0bbb254,"Who was the original recording artist of the song which was chosen over If You've Got Trouble for the Beatles' ""Help!"" film?",Ringo Starr,Buck Owens,0,John Lennon,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5abce3015542993a06baf995,Students from approximately how many nations attend the University from which Shawn Arévalo McCollough received his Masters of Education ?,25,approximately 85 nations.,0,120,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5add1e565542990d50227dea,"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?",Stan Lee and Jack Kirby,Chris Claremont,0,Mark Millar,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab9b1fd5542996be202058e,What is the most populous city in the county where Caleb Stegall served as District attorney?,Perry,Valley Falls,0,Topeka,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab5f249554299488d4d9a5d,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Yamaha YZF-R6,Yamaha 600 class,0,YZF-R25,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7789195542995d831811a2,"What is the surname of the recorder of ""Jupiter (Swallow the Moon)""",Jewel,Kilcher,0,Hawkins,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae7281c5542991e8301cb69,The fourth episode The Simpsons' seventh season has what kind of theme?,Soul,spiritual,0,Halloween,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab5ec0a5542997d4ad1f250,"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",approximately 650,650 locations,0,200,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a815c2e5542995ce29dcbe8,Where was the NBA Draft held in which Harrison Bryce Jordan Barnes was selected by the Golden State Warriors in the first round of the draft with the seventh overall pick?,The Theater at Madison Square Garden,Prudential Center in Newark,0,Prudential Center,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab626d555429953192ad279,Anthony Avent played basketball fo a High School that is located in a city approcimately 8 mi west of where?,Chester,lower Manhattan,0,Miami,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a80a25d5542995d8a8ddfb7,What is the name of the vocalist who collaborated with the rap duo who won the 2002 Grammy Award for Best Rap Performance by a Duo or Group?,André 3000,Sleepy Brown,0,Eminem,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5a8010685542992bc0c4a69a,Jimmy Garcia lost by unanimous decision to a professional boxer that challenged for what title in 1995?,WBC super featherweight title,WBO lightweight title,0,WBC lightweight title,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae7922f5542994a481bbdac,Where was the university at which  Barrie Ciliberti was a professor located? ,University of Maryland University College,"Prince George's County, Maryland",0,"Salisbury University, Salisbury, Maryland",7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a745a2955429929fddd83f8,How many members does the Tennessee Volunteers football team's Conference have?,14,fourteen members,0,16,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a8a48ee55429930ff3c0d66,Kadeem Jack is a player in a league that started with how many teams?,14,eight,0,12,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab42ef55542991751b4d6d9,"The actor who plays the grown version of Emma Swan's son, from ""Once Upon a Time"", also plays what character in the television show ""The Walking Dead""?",Jessie Anderson,Gareth,0,Henry Mills,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ac274fc55429963665199c1,The host of PokerFace is from where?,British,"Newcastle upon Tyne, England",0,United States,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ac2758b55429963665199c3,The organization that Nicolae Titulescu served two terms as president was founded on what date?,1926,10 January 1920,0,10 January 1920,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,1,1,1
5a7cdd6b55429909bec76858,"Which band formed earlier, Edward Sharpe and the Magnetic Zeros or Louis XIV?",Edward Sharpe and the Magnetic Zeros,Louis XIV,0,Louis XIV,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,1,1,1
5a76fda05542994aec3b71b0,Martin Flavin and Peter Benchley both did what occupation?,writer,novelist,0,Author,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a8e2fe95542995085b373d0,"What editor of the The Dungeons & Dragons Basic Set is best known for his work at TSR, Inc.?",Frank Mentzer,Dave Cook,0,John Eric Holmes,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5ae7b40e5542994a481bbdbd,Summer Holiday starred what actor who won  a BAFTA in 1954>,Cliff Richard,David Kossoff,0,John Gregson,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5ae665795542991bbc9760c9,What film did the mother of Karan Kapoor star in in 1970?,Shakespeare Wallah,Bombay Talkie,0,Shalimar,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a7f113d55429934daa2fcbe,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,Babe Ruth,"Reginald Martinez ""Reggie"" Jackson",0,Nolan Ryan,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5ae0f4645542997b2ef7d0aa,"What kind of subgenre of a dark wave music, developed in 1980s in the UK, is using the musical duo from Melbourne, Australia?",Ethereal wave,Ethereal,0,Gothic rock,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a7faed65542994857a767b6,"What city did the name come from for the Polish truck manufacturer who sold to various countries, including more than the socialist states of Central and Eastern Europe?",Starachowice,City of Starachowice,0,Jelcz-Laskowice,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5adf53dc5542995534e8c791,Who has more productions under their belt Ridley Scott or Elmer Clifton?,Elmer Clifton,Ridley Scott,0,Ridley Scott,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,1,1,1
5ac514d05542994611c8b372,What is the name of the person that named Moltke Nunatak after the Chief of the German General staff that served from 1906 to 1914?,Wilhelm Filchner,Second German Antarctic Expedition of 1911–12 under Wilhelm Filchner.,0,Jean-Baptiste Charcot,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a80b322554299485f5986c8,"The twenty-first season of South Park was entitled ""White People Renovating Houses"" is which episode of the series overall?",278th,278th episode,0,274,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5abbee315542993f40c73c1d,Could you read both Bicycling and National Review,no,yes,0,Yes,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,1,1,1
5ac4a5de5542995c82c4ad6e,Are Pago Pago International Airport and Hoonah Airport both on American territory?,no,yes,0,Yes,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,1,1,1
5ae616ce5542992663a4f259,What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,the Guard Brothers,Charles and Thomas Guard,0,Cary Fukunaga and Mark Romanek,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a70f0e75542994082a3e408,"Which of these universities, Northwestern University or Johns Hopkins University, have a campus outside of the United States territories?",Johns Hopkins University,"with other campuses located in Chicago and Doha, Qatar",0,Northwestern University,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ac02d59554299294b218f3b,"The music composer of the film Angaaray, Aadesh Shrivastava died from what at age 51?",cancer,"he turned 51, he died of cancer",0,cardiac arrest,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5adbfb6855429944faac23e4,"When was one of the teacher of Nikolai Lugansky died who was a Russian Soviet pianist, composer?","November 22, 1993","1924November 22, 1993",0,1984,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a7b77d95542997c3ec971a5,The ninth The Desert Sessions LP was released by by what kind of band?,American desert rock collective,rock band,0,supergroup,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,Fitz and The Tantrums,Saint Motel,0,The xx,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ac1795f5542994ab5c67d5f,Who is known for producing the documentary television series based on the book by science historian James Burke?,Mick Jackson,James Burke,0,Adrian Malone,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ae4b5935542995ad6573e27,"Which of these artist lives closer to Canada, Koshi Inaba or Jonathan Davis?",Jonathan Davis,Jonathan Howsmon Davis,0,Koshi Inaba,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ac325495542995ef918c12e,Which region of Ghana was the city where Akrofuom is located? ,Ashanti Region,Ashanti Region of Ghana,0,Central Region,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a8b83bc55429949d91db5c0,"Bandit was built in 1988 by which Japanese amusement ride company that built roller coasters, giant wheels, carousels, flumes, dark rides, sky cycles and other amusement rides?",TOGO,TOGO company,0,"Takara Co., Ltd.",7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a889d18554299206df2b310,What kind of group does Pinhead Gunpowder and Billie Joe Armstrong have in common?,punk rock band,band,0,Green Day,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a77c74155429967ab105291,"Which band formed in England, Of Montreal or Vib Gyor?",Vib Gyor,"Vib Gyor was a band that was formed in Leeds, England.",0,Of Montreal,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5add95035542990dbb2f7e77,Cherie Currie and Steve Augeri were both what?,lead vocalists,American musician,0,lead singers,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a8e0d04554299068b959e3a,What country does Haringey Heartlands and The Mall Wood Green have in common?,England,London,0,United Kingdom,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ac23f98554299636651994b,The Companions were the first of what type of cavalry?,shock cavalry,Shock troops,0,Companion Cavalry,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a770d785542993569682cad,The Stone Book series is set in what country? ,United Kingdom,North West England,0,England,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a77174f55429966f1a36c4c,Simone de Beauvoir partnered with the person whose journal would be called what?,Nouvelles questions féministes,Les Temps modernes,0,Les Temps Modernes,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,1,1,1
5adcceda5542990d50227d31,George Gershwin is an American Composer and Judith Weir is a composer from which country?,British,a British composer,0,United Kingdom,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ac5391e5542994611c8b439,Sal de Mi Piel is a song by the actress who is of what nationality?,Mexican,Spanish,0,Colombian,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5adcf48e5542992c1e3a24d4,What Polish pioneer in watchmaking was an associate of Wincenty Gostkowski?,Antoni Norbert Patek,Antoni Patek,0,Franciszek Czapek,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ac508205542994611c8b32e,The M1919 and the M1 was used by what military?,U.S. military,U.S.,0,United States military,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a79c6a55542994bb9457091,"What prolific English engineer, who died on 15 December 1857, contributed to the advent of the hot air engine by way of their open cycle devices?",Sir George Cayley,George Cayley,0,Robert Stirling,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ae4d0ff55429913cc204511,Did Billy Corgan's band The Smashing Pumpkins or Greek Fire originate in a more southern location?,The Smashing Pumpkins,Greek Fire,0,Greek Fire,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,1,1,2
5a85fa815542996432c57155,Where was the movement that August Brancart published literature from centerd?,Belgian,Western Europe,0,Brussels,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5a863114554299211dda2aa5,What man won an Academy Award for his work on a drama based on the life of Rocky Graziano?,Joseph Ruttenberg,Francis Keogh Gleason,0,Anthony Franciosa,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5a84d80c5542992a431d1ab5,"Which building is used for more different uses, MiMA or 270 Park Avenue?",270 Park Avenue,MiMA,0,MiMA,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,1,1,1
5adcfbf45542990d50227d86,Into Dust is a song by the alternative rock band formed in which city?,Yokohama,"Santa Monica, California",0,Los Angeles,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5ab71b5c5542991d3222377e,What is a luxury goods company long Northern Boulevard in the Miracle Mile?,Americana Manhasset,Gucci,0,Saks Fifth Avenue,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5ae6fee3554299572ea54670,The player who defeated Johnny Majors for the Heisman Trophy in 1956 was born in what year?,1937,1935,0,1935,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,1,1,2
5abdff775542993f32c2a082,At what theater is the composer and lyricist for the musical Big Fish a residential artist?,The Guthrie Theater,Ars Nova Theater,0,The Public Theater,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5a83880e554299123d8c214e,Suicide's 1977 released album features a song based on what brand's comic character?,Garfield,Marvel,0,Marvel,7.609999999999999,9,9,146.05999999999992,-138.44999999999993,1,1,2
5a7283355542991f9a20c4b1,Who is the grandfather to Frederick II and was the Holy Roman Emperor until death?,Frederick Barbarossa,Frederick I,0,Frederick I,7.609999999999999,9,9,149.25999999999993,-141.64999999999992,1,1,2
5ae4957155429970de88d9bc,Who has the highest scope of profession in Peter Yates or Jang Joon-hwan ,insufficient information,Peter James Yates,0,Neither is stated to have a higher scope of profession,6.46,7,7,8,-1.54,0,0,2
5a804f01554299485f5985bf,"Which magazine has more issues per month, Club or Pro Football Weekly ",insufficient information,Pro Football Weekly,0,Cannot determine from the given context,6.46,7,7,8,-1.54,0,0,1
5ade7fa3554299728e26c727,what is the english name of Émile Verdets editorial?,Emile Verdets Editorial,Annals of Chemistry and of Physics,0,No information provided,6.46,7,7,115.64000000000003,-109.18000000000004,0,0,1
5a7a01b15542996c55b2dcd1,"Who lived longer, Alejandro Jodorowsky or Philip Saville?",Alejandro Jodorowsky,Alejandro Jodorowsky Prullansky,0,Cannot determine from the given context,6.46,7,7,115.64000000000003,-109.18000000000004,0,0,1
5a81f10055429903bc27ba06,Sum 41 and Passion Pit have what in common?,both are bands,Passion Pit is an American indietronica band,0,Both are musical groups,6.46,7,7,117.16000000000004,-110.70000000000005,0,0,1
5a84a7f95542992a431d1a85,"Who was the wife of the United States Army lieutenant general who received the Distinguished Service Cross, and was the first of his West Point class to be promoted to brigadier general, major general, and lieutenant general",Mary Elizabeth Babbitt Eisenhower,Julia Compton Moore,0,No information provided,6.46,7,7,127.29999999999997,-120.83999999999997,0,0,1
5ae694a15542991bbc976141,Why is Minister Pool important to Black Country and the West Midlands in England?,Not mentioned,defence of the Cathedral,0,"No context provided about ""Minister Pool""",6.46,7,7,127.60000000000001,-121.14000000000001,0,0,1
5add647a5542995b365fab26,What is the main difference between Aloinopsis and Washingtonia?,"Aloinopsis is a genus of succulent plants in the Aizoaceae family, while Washingtonia is a genus of palm trees in the Arecaceae family.",genus,0,No information provided,6.46,7,7,128.95999999999998,-122.49999999999999,0,0,1
5ac2f1d1554299218029dba4,What is in both the Lithocarpus and Duranta species?,plants,trees,0,Nothing is in both the Lithocarpus and Duranta species,6.46,7,7,139.25999999999996,-132.79999999999995,0,0,1
5ade27e05542997c77aded7d,When was the friends song was released which is taken from the fourth studio album of canadian singer and song writer Justin Bieber?,"March 8, 2016","August 17, 2017",0,"February 27, 2015",6.46,7,7,139.25999999999996,-132.79999999999995,0,0,1
5adc020a5542994650320c4c,Are Jeff Ragsdale and Millard Webb both authors?,yes,no,0,no,6.46,7,7,144.69999999999996,-138.23999999999995,1,1,1
5adcf3e35542994ed6169c3a,Dean Mills Reservoir is on the slopes of the hill located in what town?,Bolton,Rivington Moor,0,Winter Hill,6.46,7,7,144.69999999999996,-138.23999999999995,0,0,1
5abac89d55429901930fa8b5,How many Golden Globe Awards did this English retired actress whose career has spanned over six decades and who appeared in the two-act drama Moby Dick—Rehearsed by Orson Welles?,2,two Golden Globe Awards,0,two,6.46,7,7,144.69999999999996,-138.23999999999995,0,0,1
5a8b2ccf55429971feec4665,"Which film was released first, Summer Magic or Around the World in 80 Days?",Around the World in 80 Days,Summer Magic,0,Summer Magic,6.46,7,7,145.39999999999995,-138.93999999999994,1,1,1
5a8c7ced5542995e66a4761c,Josh Trank and Mike Valerio both work in what industry?,film,entertainment,0,entertainment industry,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5a75a76b5542992db9473697,Which animal-themed Disney classic film appeared first: That Darn Cat! or Perri?,Perri,That Darn Cat!,0,That Darn Cat!,6.46,7,7,145.39999999999995,-138.93999999999994,1,1,1
5abd81ff5542993062266cb3,What do the Church of St. Mary of the Spring and Hagia Irene have in common?,"Both are Eastern Orthodox churches located in Istanbul, Turkey.",Greek Eastern Orthodox church,0,nothing,4.56,5,5,64.54,-59.980000000000004,0,0,1
5a7b01645542992d025e6734,What property do the films Sweet Crude and Tunisian Victory share?,Both are documentary films.,documentary,0,- Tunisian Victory -- is --> 1,4.56,5,5,119.88000000000004,-115.32000000000004,0,0,1
