dataset,qid,type,em,f1,risk_score,graph_audit_score,risk_bin,audit_state,gap_type,answer_selected,answer_not_selected,chain_incomplete,residual_graph_gap,unrepaired_incomplete
hotpot,5ae2cbc9554299495565db36,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a773d8955429966f1a36cc4,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ae4bb1255429913cc2044e7,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8e5f1f5542995a26add4d6,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adf53dc5542995534e8c791,comparison,0.0,0.8,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ac176555542994d76dcce47,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7b88165542997c3ec971fe,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8e0cb85542995085b373b2,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ade8b2655429975fa854eff,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8782f25542996e4f308818,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae0ba1155429924de1b7156,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5ae0038655429925eb1afbe0,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a89e47f5542992e4fca8457,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7af1a955429931da12c98f,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7b8cc7554299294a54a9ea,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8a573355429970aeb7029a,bridge,0.0,0.8,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5adc020a5542994650320c4c,comparison,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a851b0d5542997175ce1f7f,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abaee845542996606241696,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5aba9d7955429901930fa85f,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8ec02e5542995a26add501,bridge,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ae54c085542992663a4f1c4,bridge,0.0,0.1429,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a8d0e4e5542994ba4e3dbbf,bridge,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a866c04554299211dda2b25,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adce3b95542990d50227d56,comparison,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7a96555542990198eaf159,comparison,0.0,0.5714,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae4ec1e5542990ba0bbb19b,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a711c535542994082a3e59b,bridge,0.0,0.5714,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8f1adc554299458435d577,bridge,0.0,0.0,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5a78d38455429970f5fffd94,bridge,0.0,0.0,5,3,4+,unrepaired_incomplete,short_chain,False,True,True,True,True
hotpot,5a7ced4355429909bec76895,comparison,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5abd0097554299700f9d7956,bridge,0.0,0.5,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ab9bb8355429970cfb8eb8b,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac156d05542994ab5c67ce9,comparison,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a8b3af455429971feec467b,bridge,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a82a1ae55429954d2e2eb89,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae38b115542990afbd1e183,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7a7dc15542994f819ef1f2,comparison,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a80e468554299260e20a1a9,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab57022554299637185c59e,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac079e9554299294b218fff,bridge,0.0,0.6667,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adea9ea55429939a52fe934,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abbdb195542993f40c73bf1,comparison,0.0,0.75,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abe4fd95542991f6610613d,bridge,0.0,0.0,5,3,4+,unrepaired_incomplete,short_chain,False,True,True,True,True
hotpot,5a7a96b055429941d65f26d7,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac514d05542994611c8b372,bridge,0.0,0.3636,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a728dc65542992359bc30ef,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8c2d23554299240d9c20b7,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a84b6e15542991dd0999daa,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a84b5975542991dd0999da3,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a70f9335542994082a3e46a,comparison,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7dedef5542995f4f40231a,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a884adb5542996e4f308938,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8675b1554299211dda2b44,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ade8ad95542992fa25da7b8,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8d40715542994ba4e3dc3a,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a80b322554299485f5986c8,bridge,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab6369655429953192ad2a1,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac3d667554299076e296ca5,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab8869155429916710eb081,bridge,0.0,0.8,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7774e155429967ab10518d,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abced075542993a06baf9ac,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abdba405542993f32c2a023,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ae705725542995703ce8bbc,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab42b24554299753aec5a43,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ab90fdd55429916710eb0fc,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abb189e5542996cc5e49fa4,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7633ad5542992db9473741,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7351785542994cef4bc539,bridge,0.0,0.4,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7133565542994082a3e65c,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a88b3b4554299206df2b336,comparison,0.0,0.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a747a3755429974ef308c09,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7571095542992d0ec05f97,bridge,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a75321555429916b0164290,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae3e84b5542996836b02bf0,comparison,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7a83b3554299042af8f652,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a735c3a55429901807daff7,comparison,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5ae7edee554299540e5a56ad,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a728f745542991f9a20c4e6,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a778b1e55429949eeb29ee3,bridge,0.0,0.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a75447b55429974ef308cbf,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7f22005542993067513656,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a779fd95542997042120ab5,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adbe27c55429947ff173854,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a72aec45542994cef4bc3d7,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abbee315542993f40c73c1d,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a81adfc55429903bc27b9a4,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7912f655429974737f796c,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a83b1e75542990548d0b220,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab97cd0554299753720f81a,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a77857155429949eeb29ebf,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac2758b55429963665199c3,bridge,0.0,0.0,5,3,4+,unrepaired_incomplete,short_chain,False,True,True,True,True
hotpot,5a8072a5554299485f5985f1,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab72a025542992aa3b8c7b8,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab28120554299449642c8cc,comparison,0.0,0.5,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae694a15542991bbc976141,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a74a62b55429916b01641a0,comparison,0.0,0.5714,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae66d515542992ae0d16346,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a8230af554299676cceb227,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7f40de5542992e7d278cc8,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae056c755429945ae959319,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5add95035542990dbb2f7e77,comparison,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a89ddf25542992e4fca83ff,comparison,1.0,1.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a729fa15542994cef4bc397,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a76387d554299109176e6ba,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8e0d04554299068b959e3a,bridge,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ac15f6c5542994d76dccdf3,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5aba7cfe554299232ef4a2fd,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae022ab554299025d62a428,comparison,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a76c98855429972597f13d0,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a8bc1b85542997f31a41db8,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8466a75542993344746108,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ab913205542991b5579f0e0,bridge,0.0,0.4,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abe535055429976d4830aea,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ac00f795542996f0d89cb16,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae12bcc5542997b2ef7d11a,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae256435542992decbdccc3,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a84b6ed5542994c784dda18,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae16d9655429920d52343ce,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab5dcb95542992aa134a3b3,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7e22ed5542995ed0d166a7,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8e27d45542995a26add46a,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a80abb65542996402f6a5df,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a85b2895542994c784ddb49,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae346365542991a06ce9985,bridge,0.0,0.5714,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7a27ce5542996c55b2dd28,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a84b2995542994c784dda11,bridge,0.0,0.3704,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a734e6d5542994cef4bc528,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8eed625542995085b374b9,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae31bbd55429928c42395fc,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab741005542992aa3b8c800,bridge,0.0,0.4,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae2c8b05542992decbdcd9d,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5ae33c4d5542992f92d82262,bridge,0.0,0.4,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a761e855542994ccc9186e0,comparison,0.0,0.5,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab9d6ef5542994dbf01985b,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5abd5b0355429933744ab789,bridge,0.0,0.2222,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a840e8a5542992ef85e239e,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abb9ad4554299642a094abe,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5abd81ff5542993062266cb3,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7a2dac5542990198eaf0b6,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a77720255429967ab10517f,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac4f12d55429924173fb4f6,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adf33965542993344016c20,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adfc77b554299603e4183ab,comparison,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8f55f9554299458435d5bd,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab510cb5542996a3a96a00f,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a762cf0554299109176e6a4,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8198565542995ce29dcc13,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab28c89554299340b525513,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ac24cc45542996366519963,comparison,0.0,0.5,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adfecd755429942ec259b90,bridge,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7d043755429909bec768f7,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab9812d554299753720f821,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7dbc175542995ed0d1666b,bridge,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abd0d635542992ac4f381b8,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a70f4695542994082a3e435,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8a3dd55542995153361360,comparison,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a8408a9554299123d8c21d3,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5ab33ef955429969a97a810e,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ae0ead25542990adbacf6c8,bridge,0.0,0.5,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a86fde6554299211dda2b7f,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a8501915542997175ce1f5a,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ac2659b55429963665199a1,bridge,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae0fe8855429945ae959495,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a76a0005542993569682c64,comparison,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab84c6955429916710eb021,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab2958a554299449642c911,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a88fa1c5542995153361219,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a794f8155429970f5fffe95,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a796c805542990784727805,bridge,0.0,0.6154,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab66e1355429954757d32b2,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7652435542992d0ec060a5,comparison,0.0,0.8571,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac09d265542992a796ded39,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abdbf3755429933744ab818,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a835e215542992ef85e2296,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab41677554299753aec5a38,bridge,0.0,0.5,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a860baa554299211dda2a4c,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7f38e255429930675136b6,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a72908f5542994cef4bc33b,comparison,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8753d95542994846c1cd63,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a74d7685542996c70cfae0a,bridge,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab5b0f75542992aa134a38c,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7730015542994aec3b7210,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac3090d5542990b17b154fc,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abc23c45542993a06baf896,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a798f8c5542994bb9457023,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab56e32554299637185c594,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab5487b554299494045ef68,bridge,0.0,0.0,5,3,4+,unrepaired_incomplete,short_chain,False,True,True,True,True
hotpot,5a8db42f5542994ba4e3dd11,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8b2ccf55429971feec4665,comparison,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5aba71b155429955dce3ee2a,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a79c1095542996c55b2dc62,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a710a915542994082a3e504,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae2eda355429928c4239570,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8b515e55429971feec46bb,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7d70d45542990b8f50398a,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8f876e5542997ba9cb32a1,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abd455c55429924427fcf5a,comparison,0.0,0.5,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab9e477554299232ef4a25d,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adf3c155542993a75d2643a,bridge,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae612f3554299546bf83065,bridge,0.0,0.6667,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7723fa55429966f1a36ca0,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae6152d5542996de7b71b38,bridge,0.0,0.5714,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7c66d555429935c91b518f,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae0159855429925eb1afc09,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a74ab6055429916b01641b9,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a904f6355429916514e746e,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8e341c5542995085b373d6,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abb17e75542996cc5e49fa2,bridge,0.0,0.6667,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a829fab55429954d2e2eb83,comparison,0.0,0.6667,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a812cd555429926c1cdacfc,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adf9b415542995ec70e904c,bridge,1.0,1.0,2,2,2,repaired_incomplete,disconnected,True,False,True,True,False
hotpot,5a8a429955429930ff3c0d34,bridge,1.0,1.0,4,2,4+,repaired_incomplete,disconnected,False,True,True,True,False
hotpot,5a80721b554299485f5985ef,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5abd247e5542996e802b472f,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac4a5de5542995c82c4ad6e,comparison,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ae1fced5542997283cd230e,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8843a455429938390d3f0c,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a77685e5542993569682d83,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a85ae455542997175ce1ff0,bridge,0.0,0.5,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a71278c5542994082a3e5e2,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ab2861b554299449642c8df,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a86458b5542991e771815ec,bridge,0.0,0.0,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5a8b036d55429971feec45fe,comparison,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abd38285542993062266c19,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abcd19c5542993a06baf971,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a89e98955429946c8d6ea0c,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7652785542992db9473760,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7cdd6b55429909bec76858,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8efba955429918e830d173,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
