qid,question,prediction,gold,em,f1
f1c093bc0bdc11eba7f7acde48001122,Where was the director of film Everybody'S Woman born?,Germany,Saarbrücken,0,0.0000
2b9500fe0bde11eba7f7acde48001122,"What is the date of death of George Tryon, 1St Baron Tryon's father?",not provided,22 June 1893,0,0.0000
0a98773a0bdb11eba7f7acde48001122,What is the cause of death of performer of song Just Playing (Dreams)?,murder,drive-by shooting,0,0.0000
07f2140e0bdc11eba7f7acde48001122,Where was the place of death of Flavia Domitilla (Saint)'s husband?,not specified,Roman,0,0.0000
5f1e6610092a11ebbdaeac1f6bf848b6,"Which album came out first, Bare Wires or Dead Vent 7?",Bare Wires,Bare Wires,1,1.0000
bac6c6d9092211ebbdaeac1f6bf848b6,"Do the movies Beyond The Reach and Mondovino, originate from the same country?",yes,yes,1,1.0000
8f4637ae0bdd11eba7f7acde48001122,Why did Edward Despenser (Died 1342)'s father die?,- Thomas,"hanged, drawn and quartered",0,0.0000
92a7eb4a0bdd11eba7f7acde48001122,Where was the father of Clara Maria Of Pomerania-Barth born?,unknown,Wolgast,0,0.0000
11562eb0090711ebbdadac1f6bf848b6,Are both Son Of Rambow and From Bedrooms To Billions from the same country?,yes,yes,1,1.0000
2ec440560bb011ebab90acde48001122,Who is the maternal grandfather of Antiochus X Eusebes?,unknown,Ptolemy IX Lathyros,0,0.0000
36ba28ed089611ebbd76ac1f6bf848b6,Are Four Eyed Monsters and Joseph And The Amazing Technicolor Dreamcoat (Film) from the same country?,no,no,1,1.0000
3cddcc46086511ebbd5eac1f6bf848b6,Who was born first out of Peter Haslop and Barbara Nawratowicz?,insufficient information,Barbara Nawratowicz,0,0.0000
1793f8ec0bdb11eba7f7acde48001122,Where was the mother of Adela Of Pfalzel born?,unknown,Trier,0,0.0000
3641d5c60bda11eba7f7acde48001122,"Where was the place of burial of Ælfgar, Earl Of Mercia's mother?",Unknown,Coventry,0,0.0000
39fa366e0bd911eba7f7acde48001122,When was the director of film Gilbert Dying To Die born?,unknown,11 November 1887,0,0.0000
ef0db64a08f311ebbdaaac1f6bf848b6,"Are both Temple Adath Israel (Owensboro, Kentucky) and Catalpa Farm located in the same country?",yes,yes,1,1.0000
a7b3993a089011ebbd72ac1f6bf848b6,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?",insufficient information,Lost In The Suburbs,0,0.0000
a039577208b711ebbd88ac1f6bf848b6,Did Jean Goulin and Matthew Of Albano share the same nationality?,yes,yes,1,1.0000
63d6efd308a911ebbd80ac1f6bf848b6,"Which film has the director born later, La Soif De L'Or or Forelsket I København?",insufficient information,Forelsket I København,0,0.0000
ceadeee60bdd11eba7f7acde48001122,What nationality is the director of film Una Luz En Mi Camino?,German-born Chilean,Chilean,0,0.6667
51d93b7e0bdc11eba7f7acde48001122,What is the date of death of Patricia Thompson (Writer)'s father?,unknown,14 April 1930,0,0.0000
421512620bdc11eba7f7acde48001122,"What nationality is George I, Landgrave Of Hesse-Darmstadt's mother?",German,German,1,1.0000
838692a808b611ebbd88ac1f6bf848b6,"Which film has the director who died earlier, The Cruel Truth or The Deadly Companions?",insufficient information,The Cruel Truth,0,0.0000
18350dd2087e11ebbd6bac1f6bf848b6,"Which film has the director died first, Kid With The Golden Arm or Corazón De Criolla?",insufficient information,Corazón De Criolla,0,0.0000
4397f3460bde11eba7f7acde48001122,What is the place of birth of the performer of song Somebody Slap Me?,unknown,Apopka,0,0.0000
e3477e760bdd11eba7f7acde48001122,Where was the place of death of the founder of Western Auto?,unknown,California,0,0.0000
ca4bbe1a08f811ebbdaaac1f6bf848b6,"Which film was released first, The Borrower or Sheba, Baby?","Sheba, Baby","Sheba, Baby",1,1.0000
5f92f6f808f611ebbdaaac1f6bf848b6,"Who was born first, Willi Billmann or Henry Oliver Walker?",unknown,Henry Oliver Walker,0,0.0000
5bbff10e0bdd11eba7f7acde48001122,Which country the founder of St James Holdings is from?,United Kingdom,British,0,0.0000
68dd6b9a0bd911eba7f7acde48001122,Who is the father of the director of film The Cup (1999 Film)?,unknown,Thinley Norbu,0,0.0000
416ee34a0bde11eba7f7acde48001122,Where did Margaret Of Bar's father die?,not specified,Gaza,0,0.0000
3ad797c60bdd11eba7f7acde48001122,What nationality is the director of film Agent X44?,Filipina,Philippines,0,0.0000
7f33795908a911ebbd80ac1f6bf848b6,"Which film was released more recently, Shanghai Dreams or Canadian Mounties Vs. Atomic Invaders?","However, the question is answerable *only* if one has a known year and the other does not — but the instruction says ""use ONLY the knowledge graph triples"", and",Shanghai Dreams,0,0.0000
528a55ee0bdc11eba7f7acde48001122,"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",unknown,Françoise Hardy,0,0.0000
6e90d9d60bda11eba7f7acde48001122,Where was the place of death of Topa Inca Yupanqui's father?,unknown,Cusco,0,0.0000
08234350085111ebbd58ac1f6bf848b6,"Which film has the director born later, We Go Fast or How To Succeed With Sex?",insufficient information,How To Succeed With Sex,0,0.0000
933d94640bd911eba7f7acde48001122,When was Ebba Busch Thor's husband born?,21 February 1986,21 February 1986,1,1.0000
2de78ab2092111ebbdaeac1f6bf848b6,"Which film was released first, A Little Bit Zombie or Carolyn Of The Corners?",Carolyn of the Corners,Carolyn Of The Corners,1,1.0000
09f2f12c0bde11eba7f7acde48001122,What is the place of birth of the director of film Little Darlings?,"Clifton, New Jersey",Clifton,0,0.5000
bf67b3e7089e11ebbd78ac1f6bf848b6,"Who died later, Pierre Lemonnier or Hasanaga Sadigov?",insufficient information,Hasanaga Sadigov,0,0.0000
81502a9c08c211ebbd8cac1f6bf848b6,Are Robin Lynn Macy and Kawaipuna Prejean of the same nationality?,unknown,yes,0,0.0000
9cd4f8260bdb11eba7f7acde48001122,Where was the place of death of Allah Verdi Mirza Farman Farmaian's father?,unknown,Tehran,0,0.0000
20beaf000bb011ebab90acde48001122,"Who is the mother-in-law of Ursula Pole, Baroness Stafford?",unknown,"Eleanor Percy, Duchess of Buckingham",0,0.0000
1762c76b08f211ebbdaaac1f6bf848b6,"Which film was released earlier, Junda Iman Gunda or Overheard 3?",Junda Iman Gunda,Junda Iman Gunda,1,1.0000
c0521bca087611ebbd67ac1f6bf848b6,"Are both bands, The Church (Band) and Kookies N Kream, from the same country?",no,yes,0,0.0000
0290cd840baf11ebab90acde48001122,"Who is Donnchadh Iv, Earl Of Fife's father-in-law?",unknown,Ralph de Monthermer,0,0.0000
d43c730a086d11ebbd62ac1f6bf848b6,"Which film was released more recently, The Silver Trail or Raja Nandini?",Raja Nandini,Raja Nandini,1,1.0000
8113911c086911ebbd5eac1f6bf848b6,"Who is younger, Curuppumullage Jinarajadasa or W. K. Mcneil?",unknown,W. K. Mcneil,0,0.0000
675bb53e0bdd11eba7f7acde48001122,Where does Andy Smith (Entrepreneur)'s wife work at?,Stanford Graduate School of Business,Stanford,0,0.3333
1f8a07d20bde11eba7f7acde48001122,Who is the father of the performer of song Still (Tim Mcgraw Song)?,Tug McGraw,Tug McGraw,1,1.0000
3bd5e3b00bda11eba7f7acde48001122,When did Augustus Henry Seward's mother die?,unknown,"June 21, 1865",0,0.0000
654d03c80bd911eba7f7acde48001122,Where was the place of death of the director of film The Great Jewel Robber?,unknown,Hollywood,0,0.0000
a07044500bda11eba7f7acde48001122,Where was the place of burial of Michael Wayne's father?,unknown,California,0,0.0000
17cf260e097811ebbdb0ac1f6bf848b6,"Are both villages, Chausy, Bryansk Oblast and Lyapunovo, located in the same country?",yes,yes,1,1.0000
060505ae089211ebbd73ac1f6bf848b6,Are the directors of both films The Snake Brothers and Kooky from the same country?,yes,yes,1,1.0000
1ef146ac087111ebbd63ac1f6bf848b6,Do both The Paris Waltz and Gibraltar (1964 Film) films have the directors from the same country?,yes,yes,1,1.0000
0a9f880a0bda11eba7f7acde48001122,Who is the spouse of the director of film The Dressmaker From Paris?,Jean Harlow,Jean Harlow,1,1.0000
0eda53600bde11eba7f7acde48001122,What nationality is the director of film On The Trail Of Igor Rizzi?,Canadian-born French,French,0,0.6667
9766cddc0bdc11eba7f7acde48001122,Where did the composer of film The Merry Monahans die?,unknown,Studio City,0,0.0000
9900c8200bda11eba7f7acde48001122,"Where did the director of film Baree, Son Of Kazan (1918 Film) die?","But the question assumes there is an answer in the triples. Let’s re-scan all triples for any death location tied to a director of *any* ""","Santa Barbara, California",0,0.0000
8ba66b4c0bdc11eba7f7acde48001122,What is the date of death of the director of film Det Kunne Vært Deg?,14 July 2008,14 July 2008,1,1.0000
302aa8f9087811ebbd67ac1f6bf848b6,"Which film was released more recently, Bhanwarey or Harlem Nights?",Bhanwarey,Bhanwarey,1,1.0000
c8d8cca208b511ebbd88ac1f6bf848b6,"Are both movies, A Thousand Stars Aglitter and Wild (2016 Film), from the same country?",yes,yes,1,1.0000
299505620baf11ebab90acde48001122,Who is Magdalene Of Jülich-Cleves-Berg's father-in-law?,Wolfgang,"Wolfgang, Count Palatine of Zweibrücken",0,0.3333
abc68a180bd911eba7f7acde48001122,When did Lord Patrick Crichton-Stuart's father die?,January 1794,22 January 1794,0,0.8000
fe1ac99c0bdd11eba7f7acde48001122,Where did the director of film What Rats Won'T Do die?,"Stoke St Gregory, Somerset",Somerset,0,0.4000
9b9e6cc40bdd11eba7f7acde48001122,Where did the founder of Versus (Versace) die?,Miami Beach,Miami Beach,1,1.0000
6c2ea34c0bdc11eba7f7acde48001122,What is the place of birth of the director of film The Finger Points?,"New York, New York",New York,0,0.6667
9f00dfe2089411ebbd75ac1f6bf848b6,"Who was born later, Paolo Marcellini or Dean Evans?",Dean Evans,Dean Evans,1,1.0000
179f51c60bde11eba7f7acde48001122,"What is the date of death of Andrew, Duke Of Slavonia's father?",Not specified,6 August 1272,0,0.0000
6c9b4c03086911ebbd5eac1f6bf848b6,Did Dwight Harwood and Velvet (Singer) have the same nationality?,no,no,1,1.0000
c289098a0bdc11eba7f7acde48001122,What is the place of birth of the director of film My Country'S Wings?,unknown,Valparaíso,0,0.0000
e811fd74088511ebbd6dac1f6bf848b6,"Who died later, Claude Bramall Burgess or Karl Neukirch?",unknown,Claude Bramall Burgess,0,0.0000
2c0ce6960bde11eba7f7acde48001122,Where did Princess Margarita Of Greece And Denmark's mother die?,Not specified,Buckingham Palace,0,0.0000
dcbfa8e208c411ebbd8eac1f6bf848b6,"Which film has the director who was born later, Chithiram Pesuthadi 2 or Five Million Look For An Heir?",insufficient information,Chithiram Pesuthadi 2,0,0.0000
c4dfdd5608aa11ebbd80ac1f6bf848b6,"Which film has the director who was born later, The Voice Of My City or The Rental?",insufficient information,The Rental,0,0.0000
2607ff70096211ebbdafac1f6bf848b6,"Which film came out first, Time Lock or Blood On Wolf Mountain?",Blood on Wolf Mountain,Blood On Wolf Mountain,1,1.0000
88d74da00bdc11eba7f7acde48001122,"Where was the father of Frederik, Crown Prince Of Denmark born?",unknown,Talence,0,0.0000
73def83e0bdd11eba7f7acde48001122,Where was the place of death of the director of film The Pipes?,Přerov,Přerov,1,1.0000
eb63d1060bae11ebab90acde48001122,Who is the father-in-law of Marcus Vinicius (Consul 30)?,Germanicus,Germanicus,1,1.0000
853ce3e308eb11ebbda7ac1f6bf848b6,"Who lived longer, James A. Ryder or Arthur Kellam Tylee?",insufficient information,Arthur Kellam Tylee,0,0.0000
6c42e8d40baf11ebab90acde48001122,Who is Claire Annabel Caroline Grant Duff's paternal grandfather?,not specified,James Grant Duff,0,0.0000
783b1724087611ebbd67ac1f6bf848b6,"Which film has the director born later, Night And Dawn or Arena Of Fear?","""",Night And Dawn,0,0.0000
25b06fd408c311ebbd8dac1f6bf848b6,"Which film whose director was born first, Apartment Zero or The House By The Cemetery?",insufficient information,The House By The Cemetery,0,0.0000
c5e999c208b811ebbd88ac1f6bf848b6,"Which film has the director who died first, The Cantabrians or Week-End In Havana?",Week-End in Havana,Week-End In Havana,1,1.0000
05c81d7a0bde11eba7f7acde48001122,What is the place of birth of the director of film Claustrophobia (2003 Film)?,"Danvers, Massachusetts",Danvers,0,0.6667
9bdf51ee0bdd11eba7f7acde48001122,Where was the father of Daniel Carasso born?,Ottoman Salonica,Salonica,0,0.6667
883fd545095a11ebbdaeac1f6bf848b6,"Which film was released more recently, Drugstore Cowboy or When The Sea Rises?",When the Sea Rises,When The Sea Rises,1,1.0000
01eaac71085c11ebbd5cac1f6bf848b6,"Which film has the director who was born later, The Ghosts Of Berkeley Square or Hello Caesar!?",The Ghosts of Berkeley Square,The Ghosts Of Berkeley Square,1,1.0000
44a138ee0bdc11eba7f7acde48001122,Where did Chit Mi Of Prome's husband die?,outskirts of Prome,Pyay,0,0.0000
9fdb190608d411ebbd96ac1f6bf848b6,"Who is younger, Sven-Ole Thorsen or Kostia Vlastos?",unknown,Sven-Ole Thorsen,0,0.0000
2a1d94ce08b511ebbd88ac1f6bf848b6,"Which film has the director who died earlier, To See Or Not To See or Prince (1969 Film)?",insufficient information,To See Or Not To See,0,0.0000
b8a95fa60bdb11eba7f7acde48001122,Where did the director of film Walkover (Film) graduate from?,National Film School in Łódź,National Film School in Łódź,1,1.0000
489189f4089411ebbd75ac1f6bf848b6,"Are the movies The Road To Divorce and Want So Much To Believe, from the same country?","But hold on: ""American"" is explicitly stated; for Want So Much To Believe, nothing — so we cannot say ""yes"", and the question is whether they *are* (factually) from the same country. Without evidence for the second, we cannot assert the fact. So the correct answer, per strict triple-only use, is that it is **not supported**, but the format forces ""yes"" or ""no"". In standardized QA with incomplete info, the answer is ""no"" only if contradicted; otherwise, it's ""unknown"" — but instructions don’t allow ""unknown"". Re-read instruction: ""1-5",no,0,0.0244
c37b86260bda11eba7f7acde48001122,What is the place of birth of the director of film Kiss The Sky (Film)?,"Champaign, Illinois","Champaign, Illinois",1,1.0000
8531b4a0089a11ebbd77ac1f6bf848b6,"Which film whose director is younger, Sujon Sokhi or Two Thousand Maniacs!?",insufficient information,Sujon Sokhi,0,0.0000
2ba9b53c0bdc11eba7f7acde48001122,Where did the director of film Q.R.R (Quien Resulte Responsable) die?,unknown,"Houston, Texas",0,0.0000
b4ff29c00bdc11eba7f7acde48001122,Where does the director of film Looking For Hortense work at?,unknown,Cahiers du cinéma,0,0.0000
abf4c578090811ebbdadac1f6bf848b6,"Which film was released first, Vetri Vizha or The Supporter?",insufficient information,Vetri Vizha,0,0.0000
6de887fc0bdc11eba7f7acde48001122,Where was the composer of film Post Master born?,India,Karnataka,0,0.0000
2ecf499e0bdb11eba7f7acde48001122,What nationality is Ilghazi's father?,Not specified,Seljuq empire,0,0.0000
76b617e40bde11eba7f7acde48001122,What nationality is Infanta Mariana Victoria Of Portugal's mother?,Portuguese,Kingdom of Portugal,0,0.0000
c30906a60bd911eba7f7acde48001122,"Which country the director of film Yes, My Love is from?",But the,Argentina,0,0.0000
74b134420bd911eba7f7acde48001122,Where was the place of burial of the director of film The Yellow Passport?,unknown,Valhalla Memorial Park Cemetery,0,0.0000
7e815a440bdc11eba7f7acde48001122,Who is the spouse of the performer of song Missing My Baby?,Chris Pérez,Chris Pérez,1,1.0000
9f42c2680baf11ebab90acde48001122,Who is the mother-in-law of Ramiro Sánchez?,Jimena Díaz,Jimena Díaz,1,1.0000
277abef40bda11eba7f7acde48001122,What is the date of death of Vlatko Vuković's father?,unknown,1359,0,0.0000
a17475e3095f11ebbdafac1f6bf848b6,Are Crazy Heart and Dragon Eyes both from the same country?,yes,yes,1,1.0000
84cf37580bb011ebab90acde48001122,"Who is John George Ii, Duke Of Saxe-Eisenach's father-in-law?",unknown,"Eberhard III, Duke of Württemberg",0,0.0000
9c3c466f087d11ebbd6bac1f6bf848b6,"Which film has the director who was born later, A Woman'S Case or Memoirs Of A Film Actress?",insufficient information,A Woman'S Case,0,0.0000
b23e2363086211ebbd5dac1f6bf848b6,"Which film has the director who died later, Lincoln In The White House or Shattered Idols?",insufficient information,Lincoln In The White House,0,0.0000
07932ed80bde11eba7f7acde48001122,Which country the director of film Martin'S Day is from?,Canada,Canada,1,1.0000
009d55460bdd11eba7f7acde48001122,"Where was the father of Philip William, Prince Of Orange born?",the House of Nassau,Dillenburg,0,0.0000
a7f91a000bdd11eba7f7acde48001122,Where was the place of death of the director of film National Customs?,unknown,Hong Kong,0,0.0000
e2bfd3100bae11ebab90acde48001122,Who is Landgravine Marie Louise Of Hesse-Kassel's maternal grandfather?,Jacob Kettler,Jacob Kettler,1,1.0000
31ed51e00bde11eba7f7acde48001122,Where was the husband of Alma Francis born?,unknown,Belleville,0,0.0000
86f198be0bb011ebab90acde48001122,"Who is the father of James I, Count Of Urgell?",Alfonso IV King of Aragon,Alfonso IV of Aragon,0,0.8889
8a1b6bf4089b11ebbd78ac1f6bf848b6,"Which film has the director who was born first, Swabhimana or Mission Allahu Akbar?",insufficient information,Swabhimana,0,0.0000
b4399e48089511ebbd75ac1f6bf848b6,"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",Wait,The Piper'S Price,0,0.0000
2fa728f20bde11eba7f7acde48001122,"Where was the husband of Florence Bligh, Countess Of Darnley born?",unknown,Westminster,0,0.0000
d43fc51008da11ebbd9cac1f6bf848b6,"Who was born later, Federico Martín Aramburú or Aleksey Tarakanov?",Aleksey Tarakanov,Aleksey Tarakanov,1,1.0000
d407f25408dd11ebbd9eac1f6bf848b6,Was Marcos Renan De Mattos Ceschin or Perng Shaw-Jiin born first?,Perng Shaw-jiin,Perng Shaw-Jiin,1,1.0000
b72c73d3088611ebbd6dac1f6bf848b6,"Who was born later, Edwin Vose Sumner Jr. or Rene Röthke?",insufficient information,Rene Röthke,0,0.0000
e86cef4e0bdd11eba7f7acde48001122,Where did the director of film The Cloister Of Martins die?,"Grünwald, Germany",Munich,0,0.0000
61ec410708ea11ebbda7ac1f6bf848b6,"Which film was released more recently, The Last Pedestrian or Stranger In Sacramento?",Stranger In Sacramento,Stranger In Sacramento,1,1.0000
4f8b05620bde11eba7f7acde48001122,What nationality is Jehoahaz Of Israel's father?,unknown,Northern Kingdom of Israel,0,0.0000
9893834c092711ebbdaeac1f6bf848b6,"Which film was released more recently, Gaza Ghetto or Kull The Conqueror?",Kull The Conqueror,Kull The Conqueror,1,1.0000
7decb0240baf11ebab90acde48001122,"Who is the father-in-law of Helena Palaiologina, Despotess Of Serbia?",Đurađ Branković,Đurađ Branković,1,1.0000
abcaaa1e08cb11ebbd92ac1f6bf848b6,"Which film has the director born first, The Long, Hot Summer or Matula?",insufficient information,Matula,0,0.0000
df56ff28087511ebbd67ac1f6bf848b6,Are Rovin' Tumbleweeds and Forbidden Love (1938 Film) from the same country?,no,no,1,1.0000
7159cb420bde11eba7f7acde48001122,What is the place of birth of the performer of song Inside My Love?,Chicago's Bronzeville neighborhood,Chicago,0,0.0000
322178260bde11eba7f7acde48001122,"Where did John I, Burgrave Of Nuremberg's father die?",unknown,Cadolzburg,0,0.0000
dc9823600baf11ebab90acde48001122,Who is Gisela Of Hungary's father-in-law?,Grand Prince Géza,Géza,0,0.5000
0b975649088311ebbd6dac1f6bf848b6,"Which film has the director who was born first, A Letter From Ulster or Per Amore Di Cesarina?",insufficient information,A Letter From Ulster,0,0.0000
6ebd19c00bd911eba7f7acde48001122,What nationality is Dalfi D'Alvernha's father?,unknown,France,0,0.0000
9042f8900bdd11eba7f7acde48001122,Where was the father of Benjamin Hardin Helm born?,unknown,Hardin County,0,0.0000
885ba7220bdc11eba7f7acde48001122,Where was the father of Eugene Fubini born?,unknown,Venice,0,0.0000
07fd4f9b088011ebbd6cac1f6bf848b6,"Which film was released earlier, Cloud Dancer or Ingmar'S Inheritance?",Ingmar's Inheritance,Ingmar'S Inheritance,1,1.0000
d2781aee086611ebbd5eac1f6bf848b6,Are The Malfated and The Fabulous Thunderbirds both from the same country?,no,no,1,1.0000
1869092c0bb011ebab90acde48001122,Who is the paternal grandfather of Taj Al-Dawla?,- No other “Adud al-Daw,Rukn al-Dawla,0,0.0000
46c7082a0bdb11eba7f7acde48001122,Where was the director of film The Boy With The X-Ray Eyes (Film) born?,"Aurora, Ohio","Aurora, Ohio",1,1.0000
ba6473160bdc11eba7f7acde48001122,Where did the director of film Quarantine 2: Terminal graduate from?,Yale University,Yale,0,0.6667
3d624700088311ebbd6dac1f6bf848b6,"Which film has the director who was born first, Buffalo Bill In Tomahawk Territory or Lady From Lisbon?",insufficient information,Lady From Lisbon,0,0.0000
5eb334660bdd11eba7f7acde48001122,What is the place of birth of the director of film Six Months Of Life?,Mexico,Mexican,0,0.0000
3004bc240bde11eba7f7acde48001122,Which country the director of film Black Panthers (Film) is from?,France,French,0,0.0000
f7e2a6340bd911eba7f7acde48001122,What is the place of birth of the director of film Sweetgrass (Film)?,Liverpool,Liverpool,1,1.0000
039006b80bb011ebab90acde48001122,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",Captain David Alexander Grant,Captain David Alexander Grant,1,1.0000
43d525ba0baf11ebab90acde48001122,"Who is Infante Francisco De Paula, Duke Of Cádiz's father-in-law?",King Francis I,Francis I of the Two Sicilies,0,0.5000
385457c20bde11eba7f7acde48001122,"When was Charles, Grand Duke Of Baden's father born?","- ""Charles",14 February 1755,0,0.0000
ce9c3713087e11ebbd6bac1f6bf848b6,"Which film has the producer died first, The Flame Barrier or The Famous Mrs. Fair?",The Famous Mrs. Fair,The Famous Mrs. Fair,1,1.0000
9132b8d80bda11eba7f7acde48001122,Who is the spouse of the director of film La Belle Captive?,Catherine Robbe-Grillet,Catherine Robbe-Grillet,1,1.0000
7f46db180bda11eba7f7acde48001122,What is the place of birth of the director of film The Great Sensation?,Tripp County,"Tripp County, South Dakota",0,0.6667
0c55bf3e0bda11eba7f7acde48001122,What nationality is Charles The Younger's father?,unknown,Carolingian Empire,0,0.0000
5ca68dee08b811ebbd88ac1f6bf848b6,"Who was born first, Hugo Lusardi or Juan José López-Ibor Aliño?",Juan José López-Ibor Aliño,Juan José López-Ibor Aliño,1,1.0000
9a93aae20bdd11eba7f7acde48001122,What nationality is Elizabeth Of Rhuddlan's father?,English,England,0,0.0000
4aee95dc0bd911eba7f7acde48001122,Where was the director of film Meet Me On Broadway born?,"New York, New York",New York,0,0.6667
5a9ca2660bda11eba7f7acde48001122,Which country the director of film Heatseeker (Film) is from?,United States,America,0,0.0000
143e7bfe0bdb11eba7f7acde48001122,Where was the father of R. Whidden Ganong born?,not specified,"St. Stephen, New Brunswick",0,0.0000
583b8ccc0bd911eba7f7acde48001122,When did Philip Muntz's father die?,unknown,30 July 1857,0,0.0000
61e5f936086d11ebbd62ac1f6bf848b6,"Which film has the director who was born first, Wild Harvest or Thunder In The Night?","Yes — because only Thunder in the Night’s director has a known birth date, and it’s earlier than all other listed directors’ birth dates (e.g., William Taylor: 1894; Rumbi Katedza: 1974; Hassan Zee",Thunder In The Night,0,0.1176
bdc1a262089c11ebbd78ac1f6bf848b6,Were Don Leo Jonathan and Richard F. Kneip of the same nationality?,no,yes,0,0.0000
9575367b091111ebbdadac1f6bf848b6,"Did the movies Vendetta Di Zingara and For A Few Extra Dollars, originate from the same country?",yes,yes,1,1.0000
22d0830d087911ebbd67ac1f6bf848b6,"Which film has the director who died earlier, Love That Brute or Laughing Heirs?",insufficient information,Laughing Heirs,0,0.0000
7d94852a08cb11ebbd92ac1f6bf848b6,"Which film has the director died first, Hit Parade Of 1943 or Mr. Reeder In Room 13?",insufficient information,Mr. Reeder In Room 13,0,0.0000
a4244c3d093811ebbdaeac1f6bf848b6,"Which film came out first, The Ex-Wife Of My Life or Wrangler'S Roost?",Wrangler's Roost,Wrangler'S Roost,1,1.0000
b77d6f620bdd11eba7f7acde48001122,Which country Prince Mircea Of Romania's father is from?,Romania,Germany,0,0.0000
7abdcf720bdd11eba7f7acde48001122,What is the place of birth of the director of film Two-Gun Caballero?,"Memphis, Tennessee","Memphis, Tennessee",1,1.0000
039ffd260bdc11eba7f7acde48001122,Who is the spouse of the director of film Looking For Hortense?,unknown,Sophie Fillières,0,0.0000
f1caf470088411ebbd6dac1f6bf848b6,"Which film whose director is younger, Private Information or My Family'S Beautiful!?",insufficient information,My Family'S Beautiful!,0,0.0000
ffc9a84108da11ebbd9cac1f6bf848b6,"Which film has the director who died later, Panam Paduthum Padu or Secret Enemies?",insufficient information,Panam Paduthum Padu,0,0.0000
294c0f8408b611ebbd88ac1f6bf848b6,"Which film has the director died earlier, The Heiress At Coffee Dan'S or The Heart Of The Matter (Film)?",The Heiress at Coffee Dan's,The Heiress At Coffee Dan'S,1,1.0000
90d48f160bd911eba7f7acde48001122,Who is the spouse of the director of film Shaadi Ka Laddoo?,Mandira Bedi,Mandira Bedi,1,1.0000
d17b3e17085511ebbd59ac1f6bf848b6,Who was born first out of Nikolajs Maskaļenko and Brodie Van Wagenen?,Cannot be determined,Brodie Van Wagenen,0,0.0000
8c2d83600bdd11eba7f7acde48001122,Where was the place of death of the composer of song The Old Master Painter?,"Nashville, Tennessee",Nashville,0,0.6667
d05e67b408c411ebbd8eac1f6bf848b6,"Which film has the director who was born first, Women He'S Undressed or The King'S Stamp?",insufficient information,The King'S Stamp,0,0.0000
ad9a2b6e085111ebbd58ac1f6bf848b6,"Which film has the director born first, Betrayal From The East or The Magnificent Beast?",- “La bestia magnífica” is confirmed as “The Magn,Betrayal From The East,0,0.0000
f095f7e408d911ebbd9cac1f6bf848b6,"Which film has the director died first, Oh, Mr Porter! or An Unforgettable Summer?","Therefore, from","Oh, Mr Porter!",0,0.0000
c5e4c82a0bdd11eba7f7acde48001122,Which country Konrad Wolf's father is from?,unknown,East Germany,0,0.0000
3bee1660089911ebbd77ac1f6bf848b6,"Which film has the director who was born earlier, Una Storia D'Amore (1969 Film) or Ta Chvíle, Ten Okamžik?","Therefore, based solely on provided triples, we know Jiří Sequens was born in","Ta Chvíle, Ten Okamžik",0,0.0000
1ad2a7c20bdd11eba7f7acde48001122,Where was the performer of song In Heaven born?,unknown,"Missoula, Montana",0,0.0000
20396bdc0bde11eba7f7acde48001122,"When did Salvador Bermúdez De Castro, 2Nd Duke Of Ripalda's father die?",unknown,11 March 1870,0,0.0000
e2c1f3520bae11ebab90acde48001122,Who is William Stanley (Battle Of Bosworth)'s mother?,Joan Goushill,Joan Goushill,1,1.0000
a64e32e20bda11eba7f7acde48001122,Where did the composer of song Moonlight Bay die?,unknown,New York,0,0.0000
284eb220091611ebbdaeac1f6bf848b6,"Which album was released first, Born Villain or La La La Love Thang?",La La La Love Thang,La La La Love Thang,1,1.0000
61e66a28086911ebbd5eac1f6bf848b6,Are The Finches and She Drew The Gun both from the same country?,no,no,1,1.0000
480ca2c0084e11ebbd56ac1f6bf848b6,"Who is younger, Harald Ludvig Westergaard or Brackin Karauria-Henry?",insufficient information,Brackin Karauria-Henry,0,0.0000
2b9528860bde11eba7f7acde48001122,Where was the father of Marianus V Of Arborea born?,unknown,Sardinia,0,0.0000
dc5e6f8a0bdc11eba7f7acde48001122,Where was the place of burial of Adolphe-Philippe Caron's father?,unknown,Cimetière Notre-Dame-de-Belmont,0,0.0000
945447800bd911eba7f7acde48001122,"When is James Stanley, 10Th Earl Of Derby's father's birthday?",unknown,19 January 1628,0,0.0000
9afde7fe0bdd11eba7f7acde48001122,Where did Alden B. Dow's father study?,Case School of Applied Science,Case,0,0.3333
3458c05c0bdb11eba7f7acde48001122,Which country Haya Bint Hussein's husband is from?,United Arab Emirates,United Arab Emirates,1,1.0000
53df937208ae11ebbd83ac1f6bf848b6,"Which film has the director born later, The Abyss or Going Hollywood?",The Abyss,The Abyss,1,1.0000
aabc42040baf11ebab90acde48001122,Who is the paternal grandfather of Alexios Komnenos (Son Of Andronikos I)?,unknown,Isaac Komnenos,0,0.0000
48ee55a4086b11ebbd5fac1f6bf848b6,"Which film has the director who was born later, Alice Of Wonderland In Paris or The Roundabouts Of Handsome Karl?",cannot be determined,Alice Of Wonderland In Paris,0,0.0000
