qid,question,prediction,gold,em,f1,error
f8fe7fc80bae11ebab90acde48001122,Who is Shamsher Bahadur I (Krishna Rao)'s maternal grandfather?,Maharaja Chhatrasal,Chhatrasal,0,0.6667,
bc5a9fef086c11ebbd61ac1f6bf848b6,"Who died later, Giovanni Dei Conti Di Segni or Sakari Simelius?",Jaakko Sakari Simelius,Sakari Simelius,0,0.8000,
bacc6ba00bdd11eba7f7acde48001122,Who is the child of the director of film Anna (1970 Film)?,based solely on,Johan Donner,0,0.0000,
f1c093bc0bdc11eba7f7acde48001122,Where was the director of film Everybody'S Woman born?,Germany,Saarbrücken,0,0.0000,
2b9500fe0bde11eba7f7acde48001122,"What is the date of death of George Tryon, 1St Baron Tryon's father?",22 June 1893,22 June 1893,1,1.0000,
0a98773a0bdb11eba7f7acde48001122,What is the cause of death of performer of song Just Playing (Dreams)?,drive-by shooting,drive-by shooting,1,1.0000,
07f2140e0bdc11eba7f7acde48001122,Where was the place of death of Flavia Domitilla (Saint)'s husband?,Unknown,Roman,0,0.0000,
5f1e6610092a11ebbdaeac1f6bf848b6,"Which album came out first, Bare Wires or Dead Vent 7?",Bare Wires,Bare Wires,1,1.0000,
bac6c6d9092211ebbdaeac1f6bf848b6,"Do the movies Beyond The Reach and Mondovino, originate from the same country?",yes,yes,1,1.0000,
8f4637ae0bdd11eba7f7acde48001122,Why did Edward Despenser (Died 1342)'s father die?,Executed for treason,"hanged, drawn and quartered",0,0.0000,
92a7eb4a0bdd11eba7f7acde48001122,Where was the father of Clara Maria Of Pomerania-Barth born?,Franzburg,Wolgast,0,0.0000,
11562eb0090711ebbdadac1f6bf848b6,Are both Son Of Rambow and From Bedrooms To Billions from the same country?,yes,yes,1,1.0000,
2ec440560bb011ebab90acde48001122,Who is the maternal grandfather of Antiochus X Eusebes?,the answer must be,Ptolemy IX Lathyros,0,0.0000,
36ba28ed089611ebbd76ac1f6bf848b6,Are Four Eyed Monsters and Joseph And The Amazing Technicolor Dreamcoat (Film) from the same country?,no,no,1,1.0000,
3cddcc46086511ebbd5eac1f6bf848b6,Who was born first out of Peter Haslop and Barbara Nawratowicz?,Barbara Nawratowicz,Barbara Nawratowicz,1,1.0000,
1793f8ec0bdb11eba7f7acde48001122,Where was the mother of Adela Of Pfalzel born?,FINAL,Trier,0,0.0000,
3641d5c60bda11eba7f7acde48001122,"Where was the place of burial of Ælfgar, Earl Of Mercia's mother?",Not specified,Coventry,0,0.0000,
39fa366e0bd911eba7f7acde48001122,When was the director of film Gilbert Dying To Die born?,11 November 1887,11 November 1887,1,1.0000,
ef0db64a08f311ebbdaaac1f6bf848b6,"Are both Temple Adath Israel (Owensboro, Kentucky) and Catalpa Farm located in the same country?",yes,yes,1,1.0000,
a7b3993a089011ebbd72ac1f6bf848b6,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?",Lost in the Suburbs,Lost In The Suburbs,1,1.0000,
a039577208b711ebbd88ac1f6bf848b6,Did Jean Goulin and Matthew Of Albano share the same nationality?,yes,yes,1,1.0000,
63d6efd308a911ebbd80ac1f6bf848b6,"Which film has the director born later, La Soif De L'Or or Forelsket I København?",Forelsket i København,Forelsket I København,1,1.0000,
ceadeee60bdd11eba7f7acde48001122,What nationality is the director of film Una Luz En Mi Camino?,Chilean,Chilean,1,1.0000,
51d93b7e0bdc11eba7f7acde48001122,What is the date of death of Patricia Thompson (Writer)'s father?,14 April 1930,14 April 1930,1,1.0000,
421512620bdc11eba7f7acde48001122,"What nationality is George I, Landgrave Of Hesse-Darmstadt's mother?",German,German,1,1.0000,
838692a808b611ebbd88ac1f6bf848b6,"Which film has the director who died earlier, The Cruel Truth or The Deadly Companions?",The Cruel Truth,The Cruel Truth,1,1.0000,
18350dd2087e11ebbd6bac1f6bf848b6,"Which film has the director died first, Kid With The Golden Arm or Corazón De Criolla?",Corazón de criolla,Corazón De Criolla,1,1.0000,
4397f3460bde11eba7f7acde48001122,What is the place of birth of the performer of song Somebody Slap Me?,"Apopka, Florida",Apopka,0,0.6667,
e3477e760bdd11eba7f7acde48001122,Where was the place of death of the founder of Western Auto?,"Kansas City, Missouri",California,0,0.0000,
ca4bbe1a08f811ebbdaaac1f6bf848b6,"Which film was released first, The Borrower or Sheba, Baby?","Sheba, Baby","Sheba, Baby",1,1.0000,
5f92f6f808f611ebbdaaac1f6bf848b6,"Who was born first, Willi Billmann or Henry Oliver Walker?",Henry Oliver Walker,Henry Oliver Walker,1,1.0000,
5bbff10e0bdd11eba7f7acde48001122,Which country the founder of St James Holdings is from?,Britain,British,0,0.0000,
68dd6b9a0bd911eba7f7acde48001122,Who is the father of the director of film The Cup (1999 Film)?,Thinley Norbu,Thinley Norbu,1,1.0000,
416ee34a0bde11eba7f7acde48001122,Where did Margaret Of Bar's father die?,Gaza,Gaza,1,1.0000,
3ad797c60bdd11eba7f7acde48001122,What nationality is the director of film Agent X44?,Filipino,Philippines,0,0.0000,
7f33795908a911ebbd80ac1f6bf848b6,"Which film was released more recently, Shanghai Dreams or Canadian Mounties Vs. Atomic Invaders?",Shanghai Dreams,Shanghai Dreams,1,1.0000,
528a55ee0bdc11eba7f7acde48001122,"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",Françoise Hardy,Françoise Hardy,1,1.0000,
6e90d9d60bda11eba7f7acde48001122,Where was the place of death of Topa Inca Yupanqui's father?,Cusco,Cusco,1,1.0000,
08234350085111ebbd58ac1f6bf848b6,"Which film has the director born later, We Go Fast or How To Succeed With Sex?",How to Succeed with Sex,How To Succeed With Sex,1,1.0000,
933d94640bd911eba7f7acde48001122,When was Ebba Busch Thor's husband born?,21 February 1986,21 February 1986,1,1.0000,
2de78ab2092111ebbdaeac1f6bf848b6,"Which film was released first, A Little Bit Zombie or Carolyn Of The Corners?",Carolyn Of The Corners,Carolyn Of The Corners,1,1.0000,
09f2f12c0bde11eba7f7acde48001122,What is the place of birth of the director of film Little Darlings?,"Clifton, New Jersey",Clifton,0,0.5000,
bf67b3e7089e11ebbd78ac1f6bf848b6,"Who died later, Pierre Lemonnier or Hasanaga Sadigov?",Hasanaga Sadigov,Hasanaga Sadigov,1,1.0000,
81502a9c08c211ebbd8cac1f6bf848b6,Are Robin Lynn Macy and Kawaipuna Prejean of the same nationality?,yes,yes,1,1.0000,
9cd4f8260bdb11eba7f7acde48001122,Where was the place of death of Allah Verdi Mirza Farman Farmaian's father?,Tehran,Tehran,1,1.0000,
20beaf000bb011ebab90acde48001122,"Who is the mother-in-law of Ursula Pole, Baroness Stafford?",Eleanor Percy,"Eleanor Percy, Duchess of Buckingham",0,0.5714,
1762c76b08f211ebbdaaac1f6bf848b6,"Which film was released earlier, Junda Iman Gunda or Overheard 3?",Junda Iman Gunda,Junda Iman Gunda,1,1.0000,
c0521bca087611ebbd67ac1f6bf848b6,"Are both bands, The Church (Band) and Kookies N Kream, from the same country?",yes,yes,1,1.0000,
0290cd840baf11ebab90acde48001122,"Who is Donnchadh Iv, Earl Of Fife's father-in-law?",Ralph de Monthermer,Ralph de Monthermer,1,1.0000,
d43c730a086d11ebbd62ac1f6bf848b6,"Which film was released more recently, The Silver Trail or Raja Nandini?",Raja Nandini,Raja Nandini,1,1.0000,
8113911c086911ebbd5eac1f6bf848b6,"Who is younger, Curuppumullage Jinarajadasa or W. K. Mcneil?",W. K. McNeil,W. K. Mcneil,1,1.0000,
675bb53e0bdd11eba7f7acde48001122,Where does Andy Smith (Entrepreneur)'s wife work at?,Stanford Graduate School of Business,Stanford,0,0.3333,
1f8a07d20bde11eba7f7acde48001122,Who is the father of the performer of song Still (Tim Mcgraw Song)?,Tug McGraw,Tug McGraw,1,1.0000,
3bd5e3b00bda11eba7f7acde48001122,When did Augustus Henry Seward's mother die?,"June 21, 1865","June 21, 1865",1,1.0000,
654d03c80bd911eba7f7acde48001122,Where was the place of death of the director of film The Great Jewel Robber?,England,Hollywood,0,0.0000,
a07044500bda11eba7f7acde48001122,Where was the place of burial of Michael Wayne's father?,Not specified,California,0,0.0000,
17cf260e097811ebbdb0ac1f6bf848b6,"Are both villages, Chausy, Bryansk Oblast and Lyapunovo, located in the same country?",yes,yes,1,1.0000,
060505ae089211ebbd73ac1f6bf848b6,Are the directors of both films The Snake Brothers and Kooky from the same country?,yes,yes,1,1.0000,
1ef146ac087111ebbd63ac1f6bf848b6,Do both The Paris Waltz and Gibraltar (1964 Film) films have the directors from the same country?,yes,yes,1,1.0000,
0a9f880a0bda11eba7f7acde48001122,Who is the spouse of the director of film The Dressmaker From Paris?,Jean Harlow,Jean Harlow,1,1.0000,
0eda53600bde11eba7f7acde48001122,What nationality is the director of film On The Trail Of Igor Rizzi?,Canadian,French,0,0.0000,
9766cddc0bdc11eba7f7acde48001122,Where did the composer of film The Merry Monahans die?,Studio City,Studio City,1,1.0000,
9900c8200bda11eba7f7acde48001122,"Where did the director of film Baree, Son Of Kazan (1918 Film) die?","Santa Barbara, California","Santa Barbara, California",1,1.0000,
8ba66b4c0bdc11eba7f7acde48001122,What is the date of death of the director of film Det Kunne Vært Deg?,24 June 1976,14 July 2008,0,0.0000,
302aa8f9087811ebbd67ac1f6bf848b6,"Which film was released more recently, Bhanwarey or Harlem Nights?",Bhanwarey,Bhanwarey,1,1.0000,
c8d8cca208b511ebbd88ac1f6bf848b6,"Are both movies, A Thousand Stars Aglitter and Wild (2016 Film), from the same country?",yes,yes,1,1.0000,
299505620baf11ebab90acde48001122,Who is Magdalene Of Jülich-Cleves-Berg's father-in-law?,Wolfgang of Zweibrücken,"Wolfgang, Count Palatine of Zweibrücken",0,0.7500,
abc68a180bd911eba7f7acde48001122,When did Lord Patrick Crichton-Stuart's father die?,22 January 1794,22 January 1794,1,1.0000,
fe1ac99c0bdd11eba7f7acde48001122,Where did the director of film What Rats Won'T Do die?,"Stoke St Gregory, Somerset",Somerset,0,0.4000,
9b9e6cc40bdd11eba7f7acde48001122,Where did the founder of Versus (Versace) die?,Miami Beach,Miami Beach,1,1.0000,
6c2ea34c0bdc11eba7f7acde48001122,What is the place of birth of the director of film The Finger Points?,"New York, New York",New York,0,0.6667,
9f00dfe2089411ebbd75ac1f6bf848b6,"Who was born later, Paolo Marcellini or Dean Evans?",Dean Evans,Dean Evans,1,1.0000,
179f51c60bde11eba7f7acde48001122,"What is the date of death of Andrew, Duke Of Slavonia's father?",6 August 1272,6 August 1272,1,1.0000,
6c9b4c03086911ebbd5eac1f6bf848b6,Did Dwight Harwood and Velvet (Singer) have the same nationality?,no,no,1,1.0000,
c289098a0bdc11eba7f7acde48001122,What is the place of birth of the director of film My Country'S Wings?,"Valparaíso, Chile",Valparaíso,0,0.6667,
e811fd74088511ebbd6dac1f6bf848b6,"Who died later, Claude Bramall Burgess or Karl Neukirch?",Claude Bramall Burgess,Claude Bramall Burgess,1,1.0000,
2c0ce6960bde11eba7f7acde48001122,Where did Princess Margarita Of Greece And Denmark's mother die?,London,Buckingham Palace,0,0.0000,
dcbfa8e208c411ebbd8eac1f6bf848b6,"Which film has the director who was born later, Chithiram Pesuthadi 2 or Five Million Look For An Heir?",Yet the KG triple says,Chithiram Pesuthadi 2,0,0.0000,
c4dfdd5608aa11ebbd80ac1f6bf848b6,"Which film has the director who was born later, The Voice Of My City or The Rental?",The Rental,The Rental,1,1.0000,
2607ff70096211ebbdafac1f6bf848b6,"Which film came out first, Time Lock or Blood On Wolf Mountain?",Blood on Wolf Mountain,Blood On Wolf Mountain,1,1.0000,
88d74da00bdc11eba7f7acde48001122,"Where was the father of Frederik, Crown Prince Of Denmark born?",Talence,Talence,1,1.0000,
73def83e0bdd11eba7f7acde48001122,Where was the place of death of the director of film The Pipes?,Přerov,Přerov,1,1.0000,
eb63d1060bae11ebab90acde48001122,Who is the father-in-law of Marcus Vinicius (Consul 30)?,Germanicus,Germanicus,1,1.0000,
853ce3e308eb11ebbda7ac1f6bf848b6,"Who lived longer, James A. Ryder or Arthur Kellam Tylee?",Air Commodore Arthur Kellam Tylee,Arthur Kellam Tylee,0,0.7500,
6c42e8d40baf11ebab90acde48001122,Who is Claire Annabel Caroline Grant Duff's paternal grandfather?,James Grant Duff,James Grant Duff,1,1.0000,
783b1724087611ebbd67ac1f6bf848b6,"Which film has the director born later, Night And Dawn or Arena Of Fear?",Night and Dawn,Night And Dawn,1,1.0000,
25b06fd408c311ebbd8dac1f6bf848b6,"Which film whose director was born first, Apartment Zero or The House By The Cemetery?",Apartment Zero,The House By The Cemetery,0,0.0000,
c5e999c208b811ebbd88ac1f6bf848b6,"Which film has the director who died first, The Cantabrians or Week-End In Havana?",Week-End in Havana,Week-End In Havana,1,1.0000,
05c81d7a0bde11eba7f7acde48001122,What is the place of birth of the director of film Claustrophobia (2003 Film)?,"Danvers, Massachusetts, U.S",Danvers,0,0.5000,
9bdf51ee0bdd11eba7f7acde48001122,Where was the father of Daniel Carasso born?,Ottoman Salonica,Salonica,0,0.6667,
883fd545095a11ebbdaeac1f6bf848b6,"Which film was released more recently, Drugstore Cowboy or When The Sea Rises?",2004,When The Sea Rises,0,0.0000,
01eaac71085c11ebbd5cac1f6bf848b6,"Which film has the director who was born later, The Ghosts Of Berkeley Square or Hello Caesar!?",The Ghosts Of Berkeley Square,The Ghosts Of Berkeley Square,1,1.0000,
44a138ee0bdc11eba7f7acde48001122,Where did Chit Mi Of Prome's husband die?,Prome,Pyay,0,0.0000,
9fdb190608d411ebbd96ac1f6bf848b6,"Who is younger, Sven-Ole Thorsen or Kostia Vlastos?",Sven-Ole Thorsen,Sven-Ole Thorsen,1,1.0000,
2a1d94ce08b511ebbd88ac1f6bf848b6,"Which film has the director who died earlier, To See Or Not To See or Prince (1969 Film)?",To See or Not to See,To See Or Not To See,1,1.0000,
b8a95fa60bdb11eba7f7acde48001122,Where did the director of film Walkover (Film) graduate from?,Łódź,National Film School in Łódź,0,0.3333,
489189f4089411ebbd75ac1f6bf848b6,"Are the movies The Road To Divorce and Want So Much To Believe, from the same country?",no,no,1,1.0000,
c37b86260bda11eba7f7acde48001122,What is the place of birth of the director of film Kiss The Sky (Film)?,"Champaign, Illinois","Champaign, Illinois",1,1.0000,
8531b4a0089a11ebbd77ac1f6bf848b6,"Which film whose director is younger, Sujon Sokhi or Two Thousand Maniacs!?",Sujon Sokhi,Sujon Sokhi,1,1.0000,
2ba9b53c0bdc11eba7f7acde48001122,Where did the director of film Q.R.R (Quien Resulte Responsable) die?,"Houston, Texas","Houston, Texas",1,1.0000,
b4ff29c00bdc11eba7f7acde48001122,Where does the director of film Looking For Hortense work at?,France,Cahiers du cinéma,0,0.0000,
abf4c578090811ebbdadac1f6bf848b6,"Which film was released first, Vetri Vizha or The Supporter?",Vetri Vizha,Vetri Vizha,1,1.0000,
6de887fc0bdc11eba7f7acde48001122,Where was the composer of film Post Master born?,India,Karnataka,0,0.0000,
2ecf499e0bdb11eba7f7acde48001122,What nationality is Ilghazi's father?,Turkish,Seljuq empire,0,0.0000,
76b617e40bde11eba7f7acde48001122,What nationality is Infanta Mariana Victoria Of Portugal's mother?,Portuguese,Kingdom of Portugal,0,0.0000,
c30906a60bd911eba7f7acde48001122,"Which country the director of film Yes, My Love is from?",Mexico,Argentina,0,0.0000,
74b134420bd911eba7f7acde48001122,Where was the place of burial of the director of film The Yellow Passport?,Valhalla Memorial Park Cemetery,Valhalla Memorial Park Cemetery,1,1.0000,
7e815a440bdc11eba7f7acde48001122,Who is the spouse of the performer of song Missing My Baby?,based,Chris Pérez,0,0.0000,
9f42c2680baf11ebab90acde48001122,Who is the mother-in-law of Ramiro Sánchez?,Jimena Díaz,Jimena Díaz,1,1.0000,
277abef40bda11eba7f7acde48001122,What is the date of death of Vlatko Vuković's father?,1359,1359,1,1.0000,
a17475e3095f11ebbdafac1f6bf848b6,Are Crazy Heart and Dragon Eyes both from the same country?,yes,yes,1,1.0000,
84cf37580bb011ebab90acde48001122,"Who is John George Ii, Duke Of Saxe-Eisenach's father-in-law?",Eberhard III,"Eberhard III, Duke of Württemberg",0,0.5714,
9c3c466f087d11ebbd6bac1f6bf848b6,"Which film has the director who was born later, A Woman'S Case or Memoirs Of A Film Actress?",A Woman's Case,A Woman'S Case,1,1.0000,
b23e2363086211ebbd5dac1f6bf848b6,"Which film has the director who died later, Lincoln In The White House or Shattered Idols?",*Lincoln in the White House*,Lincoln In The White House,1,1.0000,
07932ed80bde11eba7f7acde48001122,Which country the director of film Martin'S Day is from?,Canada,Canada,1,1.0000,
009d55460bdd11eba7f7acde48001122,"Where was the father of Philip William, Prince Of Orange born?","Buren, Gelderland",Dillenburg,0,0.0000,
a7f91a000bdd11eba7f7acde48001122,Where was the place of death of the director of film National Customs?,The director of the film *National Customs* is Zhu,Hong Kong,0,0.0000,
e2bfd3100bae11ebab90acde48001122,Who is Landgravine Marie Louise Of Hesse-Kassel's maternal grandfather?,Jacob Kettler,Jacob Kettler,1,1.0000,
31ed51e00bde11eba7f7acde48001122,Where was the husband of Alma Francis born?,"Belleville, Kansas",Belleville,0,0.6667,
86f198be0bb011ebab90acde48001122,"Who is the father of James I, Count Of Urgell?",Alfonso IV of Aragon,Alfonso IV of Aragon,1,1.0000,
8a1b6bf4089b11ebbd78ac1f6bf848b6,"Which film has the director who was born first, Swabhimana or Mission Allahu Akbar?",Swabhimana,Swabhimana,1,1.0000,
b4399e48089511ebbd75ac1f6bf848b6,"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper's Price,The Piper'S Price,1,1.0000,
2fa728f20bde11eba7f7acde48001122,"Where was the husband of Florence Bligh, Countess Of Darnley born?",England,Westminster,0,0.0000,
d43fc51008da11ebbd9cac1f6bf848b6,"Who was born later, Federico Martín Aramburú or Aleksey Tarakanov?",Aleksey Tarakanov,Aleksey Tarakanov,1,1.0000,
d407f25408dd11ebbd9eac1f6bf848b6,Was Marcos Renan De Mattos Ceschin or Perng Shaw-Jiin born first?,Perng Shaw-Jiin,Perng Shaw-Jiin,1,1.0000,
b72c73d3088611ebbd6dac1f6bf848b6,"Who was born later, Edwin Vose Sumner Jr. or Rene Röthke?",Rene Röthke,Rene Röthke,1,1.0000,
e86cef4e0bdd11eba7f7acde48001122,Where did the director of film The Cloister Of Martins die?,"Grünwald, Germany",Munich,0,0.0000,
61ec410708ea11ebbda7ac1f6bf848b6,"Which film was released more recently, The Last Pedestrian or Stranger In Sacramento?",Stranger In Sacramento,Stranger In Sacramento,1,1.0000,
4f8b05620bde11eba7f7acde48001122,What nationality is Jehoahaz Of Israel's father?,Israelite,Northern Kingdom of Israel,0,0.0000,
9893834c092711ebbdaeac1f6bf848b6,"Which film was released more recently, Gaza Ghetto or Kull The Conqueror?",Kull the Conqueror,Kull The Conqueror,1,1.0000,
7decb0240baf11ebab90acde48001122,"Who is the father-in-law of Helena Palaiologina, Despotess Of Serbia?",Đurađ Branković,Đurađ Branković,1,1.0000,
abcaaa1e08cb11ebbd92ac1f6bf848b6,"Which film has the director born first, The Long, Hot Summer or Matula?",Matula,Matula,1,1.0000,
df56ff28087511ebbd67ac1f6bf848b6,Are Rovin' Tumbleweeds and Forbidden Love (1938 Film) from the same country?,no,no,1,1.0000,
7159cb420bde11eba7f7acde48001122,What is the place of birth of the performer of song Inside My Love?,Chicago,Chicago,1,1.0000,
322178260bde11eba7f7acde48001122,"Where did John I, Burgrave Of Nuremberg's father die?",Cadolzburg,Cadolzburg,1,1.0000,
dc9823600baf11ebab90acde48001122,Who is Gisela Of Hungary's father-in-law?,Grand Prince Géza,Géza,0,0.5000,
0b975649088311ebbd6dac1f6bf848b6,"Which film has the director who was born first, A Letter From Ulster or Per Amore Di Cesarina?",A Letter From Ulster,A Letter From Ulster,1,1.0000,
6ebd19c00bd911eba7f7acde48001122,What nationality is Dalfi D'Alvernha's father?,French,France,0,0.0000,
9042f8900bdd11eba7f7acde48001122,Where was the father of Benjamin Hardin Helm born?,Kentucky,Hardin County,0,0.0000,
885ba7220bdc11eba7f7acde48001122,Where was the father of Eugene Fubini born?,Venice,Venice,1,1.0000,
07fd4f9b088011ebbd6cac1f6bf848b6,"Which film was released earlier, Cloud Dancer or Ingmar'S Inheritance?",Ingmar's Inheritance,Ingmar'S Inheritance,1,1.0000,
d2781aee086611ebbd5eac1f6bf848b6,Are The Malfated and The Fabulous Thunderbirds both from the same country?,no,no,1,1.0000,
1869092c0bb011ebab90acde48001122,Who is the paternal grandfather of Taj Al-Dawla?,Rukn al-Dawla,Rukn al-Dawla,1,1.0000,
46c7082a0bdb11eba7f7acde48001122,Where was the director of film The Boy With The X-Ray Eyes (Film) born?,"Aurora, Ohio","Aurora, Ohio",1,1.0000,
ba6473160bdc11eba7f7acde48001122,Where did the director of film Quarantine 2: Terminal graduate from?,Yale University,Yale,0,0.6667,
3d624700088311ebbd6dac1f6bf848b6,"Which film has the director who was born first, Buffalo Bill In Tomahawk Territory or Lady From Lisbon?",same director → born same year → no,Lady From Lisbon,0,0.0000,
5eb334660bdd11eba7f7acde48001122,What is the place of birth of the director of film Six Months Of Life?,Mexico,Mexican,0,0.0000,
3004bc240bde11eba7f7acde48001122,Which country the director of film Black Panthers (Film) is from?,Belgium,French,0,0.0000,
f7e2a6340bd911eba7f7acde48001122,What is the place of birth of the director of film Sweetgrass (Film)?,"Liverpool, United Kingdom",Liverpool,0,0.5000,
039006b80bb011ebab90acde48001122,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",Captain David Alexander Grant,Captain David Alexander Grant,1,1.0000,
43d525ba0baf11ebab90acde48001122,"Who is Infante Francisco De Paula, Duke Of Cádiz's father-in-law?",King Francis I,Francis I of the Two Sicilies,0,0.5000,
385457c20bde11eba7f7acde48001122,"When was Charles, Grand Duke Of Baden's father born?",未提及,14 February 1755,0,0.0000,
ce9c3713087e11ebbd6bac1f6bf848b6,"Which film has the producer died first, The Flame Barrier or The Famous Mrs. Fair?",The Famous Mrs. Fair,The Famous Mrs. Fair,1,1.0000,
9132b8d80bda11eba7f7acde48001122,Who is the spouse of the director of film La Belle Captive?,Catherine Robbe-Grillet,Catherine Robbe-Grillet,1,1.0000,
7f46db180bda11eba7f7acde48001122,What is the place of birth of the director of film The Great Sensation?,"Tripp County, South Dakota","Tripp County, South Dakota",1,1.0000,
0c55bf3e0bda11eba7f7acde48001122,What nationality is Charles The Younger's father?,Frankish,Carolingian Empire,0,0.0000,
5ca68dee08b811ebbd88ac1f6bf848b6,"Who was born first, Hugo Lusardi or Juan José López-Ibor Aliño?",Juan José López-Ibor Aliño,Juan José López-Ibor Aliño,1,1.0000,
9a93aae20bdd11eba7f7acde48001122,What nationality is Elizabeth Of Rhuddlan's father?,English,England,0,0.0000,
4aee95dc0bd911eba7f7acde48001122,Where was the director of film Meet Me On Broadway born?,"New York, New York",New York,0,0.6667,
5a9ca2660bda11eba7f7acde48001122,Which country the director of film Heatseeker (Film) is from?,United States,America,0,0.0000,
143e7bfe0bdb11eba7f7acde48001122,Where was the father of R. Whidden Ganong born?,St. Stephen,"St. Stephen, New Brunswick",0,0.6667,
583b8ccc0bd911eba7f7acde48001122,When did Philip Muntz's father die?,30 July 1857,30 July 1857,1,1.0000,
61e5f936086d11ebbd62ac1f6bf848b6,"Which film has the director who was born first, Wild Harvest or Thunder In The Night?","Dorothy Lamour.
Thunder in the Night",Thunder In The Night,0,0.7500,
bdc1a262089c11ebbd78ac1f6bf848b6,Were Don Leo Jonathan and Richard F. Kneip of the same nationality?,yes,yes,1,1.0000,
9575367b091111ebbdadac1f6bf848b6,"Did the movies Vendetta Di Zingara and For A Few Extra Dollars, originate from the same country?",yes,yes,1,1.0000,
22d0830d087911ebbd67ac1f6bf848b6,"Which film has the director who died earlier, Love That Brute or Laughing Heirs?",Laughing Heirs,Laughing Heirs,1,1.0000,
7d94852a08cb11ebbd92ac1f6bf848b6,"Which film has the director died first, Hit Parade Of 1943 or Mr. Reeder In Room 13?",Mr. Reeder In Room 13,Mr. Reeder In Room 13,1,1.0000,
a4244c3d093811ebbdaeac1f6bf848b6,"Which film came out first, The Ex-Wife Of My Life or Wrangler'S Roost?",Wrangler's Roost,Wrangler'S Roost,1,1.0000,
b77d6f620bdd11eba7f7acde48001122,Which country Prince Mircea Of Romania's father is from?,Romania,Germany,0,0.0000,
7abdcf720bdd11eba7f7acde48001122,What is the place of birth of the director of film Two-Gun Caballero?,"Memphis, Tennessee","Memphis, Tennessee",1,1.0000,
039ffd260bdc11eba7f7acde48001122,Who is the spouse of the director of film Looking For Hortense?,Sophie Fillières,Sophie Fillières,1,1.0000,
f1caf470088411ebbd6dac1f6bf848b6,"Which film whose director is younger, Private Information or My Family'S Beautiful!?",My Family's Beautiful,My Family'S Beautiful!,1,1.0000,
ffc9a84108da11ebbd9cac1f6bf848b6,"Which film has the director who died later, Panam Paduthum Padu or Secret Enemies?",Panam Paduthum Padu,Panam Paduthum Padu,1,1.0000,
294c0f8408b611ebbd88ac1f6bf848b6,"Which film has the director died earlier, The Heiress At Coffee Dan'S or The Heart Of The Matter (Film)?",The Heiress at Coffee Dan's,The Heiress At Coffee Dan'S,1,1.0000,
90d48f160bd911eba7f7acde48001122,Who is the spouse of the director of film Shaadi Ka Laddoo?,Mandira Bedi,Mandira Bedi,1,1.0000,
d17b3e17085511ebbd59ac1f6bf848b6,Who was born first out of Nikolajs Maskaļenko and Brodie Van Wagenen?,California. Brodie Van Wagenen,Brodie Van Wagenen,0,0.8571,
8c2d83600bdd11eba7f7acde48001122,Where was the place of death of the composer of song The Old Master Painter?,"Nashville, Tennessee",Nashville,0,0.6667,
d05e67b408c411ebbd8eac1f6bf848b6,"Which film has the director who was born first, Women He'S Undressed or The King'S Stamp?",The King's Stamp,The King'S Stamp,1,1.0000,
ad9a2b6e085111ebbd58ac1f6bf848b6,"Which film has the director born first, Betrayal From The East or The Magnificent Beast?",Betrayal From The East,Betrayal From The East,1,1.0000,
f095f7e408d911ebbd9cac1f6bf848b6,"Which film has the director died first, Oh, Mr Porter! or An Unforgettable Summer?","Oh, Mr Porter","Oh, Mr Porter!",1,1.0000,
c5e4c82a0bdd11eba7f7acde48001122,Which country Konrad Wolf's father is from?,Germany,East Germany,0,0.6667,
3bee1660089911ebbd77ac1f6bf848b6,"Which film has the director who was born earlier, Una Storia D'Amore (1969 Film) or Ta Chvíle, Ten Okamžik?","Ta Chvíle, Ten Okamžik","Ta Chvíle, Ten Okamžik",1,1.0000,
1ad2a7c20bdd11eba7f7acde48001122,Where was the performer of song In Heaven born?,Not specified,"Missoula, Montana",0,0.0000,
20396bdc0bde11eba7f7acde48001122,"When did Salvador Bermúdez De Castro, 2Nd Duke Of Ripalda's father die?",1870,11 March 1870,0,0.5000,
e2c1f3520bae11ebab90acde48001122,Who is William Stanley (Battle Of Bosworth)'s mother?,Joan Goushill,Joan Goushill,1,1.0000,
a64e32e20bda11eba7f7acde48001122,Where did the composer of song Moonlight Bay die?,New York City,New York,0,0.8000,
284eb220091611ebbdaeac1f6bf848b6,"Which album was released first, Born Villain or La La La Love Thang?",La La La Love Thang,La La La Love Thang,1,1.0000,
61e66a28086911ebbd5eac1f6bf848b6,Are The Finches and She Drew The Gun both from the same country?,no,no,1,1.0000,
480ca2c0084e11ebbd56ac1f6bf848b6,"Who is younger, Harald Ludvig Westergaard or Brackin Karauria-Henry?",Brackin Karauria-Henry,Brackin Karauria-Henry,1,1.0000,
2b9528860bde11eba7f7acde48001122,Where was the father of Marianus V Of Arborea born?,Genoa,Sardinia,0,0.0000,
dc5e6f8a0bdc11eba7f7acde48001122,Where was the place of burial of Adolphe-Philippe Caron's father?,Cimetière Notre-Dame-de-Belmont,Cimetière Notre-Dame-de-Belmont,1,1.0000,
945447800bd911eba7f7acde48001122,"When is James Stanley, 10Th Earl Of Derby's father's birthday?",19 January 1628,19 January 1628,1,1.0000,
